area_id,area_name,area_type,year,female_full_time_median_earnings,female_median_earnings,male_full_time_median_earnings,male_median_earnings,median_earnings,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,median_earnings_high_school,median_earnings_less_than_high_school,median_earnings_some_college_or_associates,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_1_to_9999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000
1600000US0203000,Anchorage- AK,region.place,2013,44611,32400,58000,44811,38917,55519,74362,32398,26173,43034,2,10,1.5,14.5,20.3,16.5,7.6,12.8,14.8
1600000US0236400,Juneau- AK,region.place,2013,45795,34905,62363,45483,40267,50122,72486,36097,23819,40280,1.6,7,1.2,13.1,22.5,16.6,8.4,17.5,12
1600000US0224230,Fairbanks- AK,region.place,2013,40905,26021,44704,32442,30540,52153,60682,32525,27150,41066,2.4,16.8,1.6,19.3,19.9,16.5,7,10.7,5.8
1600000US0205000,Badger- AK,region.place,2013,39558,30341,62029,54057,40494,52167,70714,42965,33711,47668,1.5,10.4,1.3,9.3,22.5,24.2,10.9,13,6.9
1600000US0240645,Knik-Fairview- AK,region.place,2013,44543,27866,69483,53607,42463,65625,69740,44208,36364,47100,2.5,8,2.1,9.3,18.9,17.3,10.7,18.8,12.4
1600000US0216750,College- AK,region.place,2013,39173,21768,61667,35159,27936,34803,51960,34375,20851,36313,1.5,8.4,0.5,20.1,19.5,14.4,8.5,16.1,11
1600000US0275077,Tanaina- AK,region.place,2013,42608,30913,62321,52821,39889,44219,77000,43587,28250,42316,1.9,4.7,0.3,13.2,26,18.4,6.5,14.5,14.5
1600000US0242832,Lakes- AK,region.place,2013,44719,33594,61910,52512,43254,63796,63333,38378,22885,43227,2.8,5.6,1.2,11.6,19.9,22.3,4.5,16,16.1
1600000US0270540,Sitka- AK,region.place,2013,38450,30251,58929,43634,33766,49706,59643,33140,23972,37188,4.9,10.7,1.3,18.1,19.2,17.7,5.6,15,7.6
1600000US0237250,Kalifornsky- AK,region.place,2013,37297,30063,62778,58806,42089,67375,60350,38198,53594,45212,4.2,5.4,0,13.1,19.7,25.6,7.7,13.3,11
1600000US0283080,Wasilla- AK,region.place,2013,46131,26311,60278,44389,32676,46957,60288,42904,27031,37230,6,8,0,19.2,15.3,17.8,8.2,11.3,14.3
1600000US0238970,Ketchikan- AK,region.place,2013,40223,31042,49221,33750,31808,43944,65385,31600,23333,33226,2.2,12.3,3.7,13.4,28.3,17.9,5.7,9.6,7
1600000US0238420,Kenai- AK,region.place,2013,34984,23909,62682,48036,31722,35000,60208,36731,20846,37541,0.4,14.5,0.3,19.6,16.5,19.1,7,9.9,12.7
1600000US0247735,Meadow Lakes- AK,region.place,2013,37383,17005,52097,41658,30054,40920,76786,37250,15393,53389,8.8,13.1,1.4,14.5,15.8,15.4,8.7,10.7,11.6
1600000US0272985,Steele Creek- AK,region.place,2013,52132,35129,57379,53438,41914,52736,80179,40095,64074,44850,0.5,11.5,1.6,15.6,14.6,17.9,9,12,17.3
1600000US0240950,Kodiak- AK,region.place,2013,34871,19905,38125,27180,25050,31750,70625,25770,25699,30548,2.5,16.4,7.5,20.9,16.8,20.3,8.8,2.9,4
1600000US0212920,Chena Ridge- AK,region.place,2013,61343,26106,65192,48240,39155,49500,66534,36824,38829,48670,2.2,1.2,0,8.9,24.5,15.1,11.1,20.2,16.9
1600000US0206520,Bethel- AK,region.place,2013,49773,36991,70625,41734,38402,78071,77845,29467,11930,56827,1.7,9.1,0.8,12.7,20.6,14.5,4.3,23.4,12.9
1600000US0258660,Palmer- AK,region.place,2013,37700,23182,57472,41346,30524,47330,54079,37813,32813,35238,2.5,13.5,2.2,16.2,15.7,21.6,8.5,11.2,8.5
1600000US0273070,Sterling- AK,region.place,2013,41076,27321,69375,46017,32237,48750,78813,41585,25250,35139,4.4,10.2,1.9,10.1,19.8,12.7,6.9,15.5,18.7
1600000US0228200,Gateway- AK,region.place,2013,53311,33075,71629,62353,51056,60250,66635,44375,32361,53585,1.9,6.3,1.1,7.9,12.1,24.9,8.1,19.9,17.8
1600000US0233140,Homer- AK,region.place,2013,36953,22621,51429,39598,30914,40192,56250,32610,31964,33209,6.3,10.8,1.4,21.4,14,16.1,9,10.8,10.2
1600000US0225550,Fishhook- AK,region.place,2013,49833,30652,68528,57540,46484,54840,74625,41193,31932,44632,1.6,5.3,1,7.1,18.8,20.4,14.2,24.8,6.7
1600000US0254050,Nikiski- AK,region.place,2013,36321,19157,63571,55132,34341,55781,83816,52589,27868,31475,2.4,6.8,7.2,12.2,18.1,19.1,4.6,13,16.6
1600000US0280770,Unalaska- AK,region.place,2013,31712,26793,31646,25990,26334,35208,70833,25575,22083,32480,8.2,21,4.8,18.3,15.1,12.5,4.6,6.5,9
1600000US0205200,Barrow- AK,region.place,2013,55891,36434,60455,43109,41000,70132,82446,42667,18309,40893,1.9,3.3,1.3,11.1,17.2,22.1,8.1,18.1,16.8
1600000US0271640,Soldotna- AK,region.place,2013,37000,22917,60521,37892,28761,48512,65625,29063,21307,33516,5,15.4,0.4,16.4,15.9,17.9,11.5,8.2,9.3
1600000US0207070,Big Lake- AK,region.place,2013,33333,22647,53750,36563,28042,59000,51875,40761,17750,27315,1.2,10.8,4.8,18.1,15.1,19,6.6,16.5,7.9
1600000US0282200,Valdez- AK,region.place,2013,40069,28902,64342,48581,36691,32500,82750,49722,13113,43590,4.2,2.1,0.7,19.1,26.8,9.4,7.7,14.8,15.2
1600000US0224980,Farmers Loop- AK,region.place,2013,53395,40568,79506,60726,52862,59038,81518,54474,0,43482,1.4,2.6,1.7,10.4,12.4,24.8,5.9,20.1,20.7
1600000US0254920,Nome- AK,region.place,2013,51094,41065,63929,42500,41438,67443,76813,31700,17011,50152,1.6,9.3,0.9,8.3,20.9,19,9.6,17.5,13
1600000US0229130,Goldstream- AK,region.place,2013,78906,37364,75382,46513,44667,47583,78520,17071,0,45000,2.8,2.6,0,8.3,24.3,2.8,5.2,30.2,23.8
1600000US0209710,Butte- AK,region.place,2013,46129,28816,61188,48036,40313,53403,57788,36563,40750,42452,1.9,6.9,1.5,10.7,23.8,19.6,5.9,15.7,14.1
1600000US0241830,Kotzebue- AK,region.place,2013,54273,35972,63036,32426,34178,63438,66071,29107,12813,48500,2.3,5.9,1,9.5,16.5,25.7,10.6,16.7,11.7
1600000US0260310,Petersburg- AK,region.place,2013,32292,24375,58387,38625,29083,44167,53125,38704,21346,27829,3.4,15.7,2.8,16.1,13.7,20.2,6,16.6,5.5
1600000US0223460,Ester- AK,region.place,2013,45974,35553,75872,30977,31692,51461,76334,16856,23333,31279,9.8,0.3,0,15.9,18.5,9.7,9.7,24.2,12
1600000US0268560,Seward- AK,region.place,2013,63125,26352,39721,26228,26285,60398,65357,26712,9097,19641,0,16.6,4.2,16,15.5,16.3,8.7,20.4,2.3
1600000US0217410,Cordova- AK,region.place,2013,50862,38051,85068,40556,39121,77866,65417,40833,35595,38906,0.1,0,0,9.4,20.9,14,8.1,26.9,20.6
1600000US0221370,Eielson AFB- AK,region.place,2013,40536,21563,37341,36318,31727,10789,86205,30690,0,41231,2.1,21,0.3,21.5,27.5,8.3,5.6,7.3,6.6
1600000US0286380,Wrangell- AK,region.place,2013,31413,26772,46364,32219,29044,31167,95375,30769,43333,31020,9.2,10.8,0.8,24,24.3,8.9,2.7,11.7,7.6
1600000US0255910,North Pole- AK,region.place,2013,40777,24358,56983,51528,34375,53125,78182,35833,15625,41042,1.1,12.4,0.5,13.7,18.8,19.6,10,16,8
1600000US0265345,Ridgeway- AK,region.place,2013,40833,31528,64792,49696,44423,40500,50938,53125,16111,52266,2,11.4,1.6,12.1,24,11.5,3,13.8,20.6
1600000US0203110,Anchor Point- AK,region.place,2013,36406,21029,51076,34773,30417,39211,53125,40469,13929,30825,3.3,13.8,1.8,17.8,18.9,24,7,8.6,4.8
1600000US0218950,Dillingham- AK,region.place,2013,52134,43188,52563,33897,38060,51313,68438,32143,16806,45968,2.6,8.6,2.3,11.9,16,23.9,11.9,13.5,9.2
1600000US0264380,Prudhoe Bay- AK,region.place,2013,37875,32147,100061,95167,90544,101532,66429,84226,71458,95987,1.5,1.9,0,7.6,6.8,10.1,8.9,20.7,42.5
1600000US0231050,Haines- AK,region.place,2013,32273,25481,39091,34000,30265,31786,36094,27214,0,32083,10.3,15.5,3.7,13.5,26.8,8.8,4.7,10,6.7
1600000US0205585,Bear Creek- AK,region.place,2013,44952,23103,56055,33545,31858,51625,30150,36556,32885,33438,0,0,3.6,20.5,14.5,27.5,7.7,13.2,13
1600000US0233800,Houston- AK,region.place,2013,38125,23988,64271,43125,30074,81058,67750,31563,31625,22353,4.9,6.2,4.4,14.1,24.4,15.3,10.1,11.1,9.4
1600000US0285280,Willow- AK,region.place,2013,41107,23000,59408,46932,33274,49545,38750,40750,13977,34250,2.7,8,0,10.5,20.7,28,9.3,8.3,12.4
1600000US0218675,Deltana- AK,region.place,2013,36741,26513,60815,49559,36891,75446,40694,42917,0,42744,6.9,16.1,6.9,6.3,19.2,16.7,4,10.3,13.6
1600000US0227090,Fritz Creek- AK,region.place,2013,35000,27237,50682,38264,31530,38824,55313,25764,43750,32000,2.2,9.4,2.6,19,29.3,15.9,8.3,7.2,6.1
1600000US0241210,Kodiak Station- AK,region.place,2013,25263,16944,40357,39737,31563,33125,95893,35179,28750,41116,1,17.4,1.5,30.9,21.4,10,7.2,10.5,0
1600000US0248870,Metlakatla- AK,region.place,2013,40625,20500,41071,26719,22679,58500,56000,22679,11071,31875,5.3,8.2,0,27,20.6,16.7,9,4,9.3
1600000US0243260,Lazy Mountain- AK,region.place,2013,52500,32375,75054,54348,46429,53750,76875,50536,64750,40000,2.1,3.9,0.8,10.3,20.4,20.7,4.4,20.7,16.8
1600000US0274350,Susitna North- AK,region.place,2013,58800,48375,60231,30833,42557,49625,61759,30278,47542,25278,2.7,8.3,2.7,2.7,21.2,26.3,17.7,13.6,5
1600000US0277800,Tok- AK,region.place,2013,29583,13661,54583,40417,22386,48077,61406,21759,30714,31071,3.4,8.3,8,13.1,22.6,16.9,9.4,12.6,5.7
1600000US0216420,Cohoe- AK,region.place,2013,27396,23169,60284,31450,24712,22679,77361,30804,24375,32200,5.4,16.5,3.6,19.8,5.4,27.3,2.4,6.6,12.9
1600000US0217740,Craig- AK,region.place,2013,34000,14886,58438,40357,29375,62500,60000,30000,21875,31641,3.8,12.1,5,14.6,15.4,15.9,6.8,15.6,10.8
1600000US0401090,Ak-Chin Village- AZ,region.place,2013,34111,33293,29083,25823,28065,0,55417,33162,25227,33750,1.3,11.3,0.6,49.4,26.7,5,4.7,0.9,0
1600000US0274525,Sutton-Alpine- AK,region.place,2013,33750,16875,42031,11711,14148,56250,21875,20000,9605,20096,6.8,11.6,12.9,7.5,19,12.2,16.3,8.8,4.8
1600000US0267020,Sand Point- AK,region.place,2013,23977,21250,27500,22585,22125,36406,74063,21056,26339,28393,12.5,23.9,8.3,22.4,15.1,6.6,4.2,4.1,2.9
1600000US0233470,Hooper Bay- AK,region.place,2013,31875,10833,34000,10357,10682,38125,0,12422,8750,15972,7.4,32.6,0,12.6,13.7,31.6,0,2.1,0
1600000US0225000,Farm Loop- AK,region.place,2013,30333,22708,54712,45144,26525,54856,68000,30912,20556,27262,9.5,12.4,3.8,19.7,8.9,20.3,4.6,11.6,9.2
1600000US0232150,Healy- AK,region.place,2013,43650,22667,85429,80750,42903,43681,80208,76429,4699,50250,1.9,1.7,5.7,7.2,19.1,7.6,8.8,23.9,24.1
1600000US0213230,Chevak- AK,region.place,2013,41875,13203,26719,10500,12218,33750,0,12794,10893,22440,8.6,25,2.6,19,26.7,14.7,0,2.6,0.9
1600000US0270760,Skagway- AK,region.place,2013,45167,22313,39676,37792,31463,48750,38750,31523,13854,31808,2.7,13.3,2.5,20.9,21.1,14.7,6.1,10.6,8.1
1600000US0266510,Salamatof- AK,region.place,2013,38438,17000,69583,41250,26731,46250,55625,25833,11000,31250,6.8,14.4,4.1,8.2,13,13,12.3,16.4,11.6
1600000US0218925,Diamond Ridge- AK,region.place,2013,33173,27634,52206,49250,33558,27500,56875,29598,14583,41118,0,6.1,4.2,27.8,17.5,14.8,7.6,12.9,9.1
1600000US0218620,Delta Junction- AK,region.place,2013,47734,38333,69583,51250,47422,45804,62500,43125,0,44500,0,5.4,2.9,5.4,32.7,13.3,6.8,18,15.5
1600000US0201090,Akutan- AK,region.place,2013,21635,20865,24242,21494,21259,20000,0,20264,22568,27692,6.2,42.1,8.6,16.9,16,4.7,5.3,0,0
1600000US0226100,Fort Greely- AK,region.place,2013,50341,43047,54063,54875,50993,45500,132292,34625,0,57813,2,2.5,0.8,9.4,28.4,17.5,13.2,2,24.3
1600000US0209657,Buffalo Soapstone- AK,region.place,2013,41477,26103,53958,48077,37596,48077,87292,65750,32875,25417,5.1,11.7,0,14,20.6,13.2,10.5,11.7,13.2
1600000US0227145,Funny River- AK,region.place,2013,58036,57143,45969,43145,44597,46938,60000,28889,41875,8571,0,0,0,18.8,29.6,27.9,10,7.1,6.7
1600000US0222910,Emmonak- AK,region.place,2013,39219,15577,34464,17875,15982,65714,66875,20893,15250,24583,2.3,10.2,0,29.7,25,14.1,14.1,1.6,3.1
1600000US0277690,Togiak- AK,region.place,2013,19750,11518,49583,9830,11167,47857,53750,16429,6875,13125,17.2,25.9,8.6,12.1,20.7,0,3.4,5.2,6.9
1600000US0266550,Salcha- AK,region.place,2013,53594,46364,58021,54732,53125,54914,85536,47045,0,62143,0,7.4,0,7,12.4,46.7,7.4,14,5
1600000US0239410,King Cove- AK,region.place,2013,43750,20682,40909,22679,22043,22321,71250,22813,20750,35179,3.1,12.4,8.4,19.1,20,23.1,8.4,3.6,1.8
1600000US0267460,Savoonga- AK,region.place,2013,31875,7639,31875,10052,9130,0,0,10313,8750,16250,17.6,11.8,0,23.5,19.6,7.8,0,3.9,15.7
1600000US0285680,Womens Bay- AK,region.place,2013,50417,25192,62692,47955,31136,87647,44063,21912,0,36964,0,0,9,6.2,22.1,30.8,7.3,21.1,3.5
1600000US0251180,Mountain Village- AK,region.place,2013,29375,18500,36875,15769,16667,51250,0,16154,8750,25208,6.6,9.2,5.3,35.5,32.9,10.5,0,0,0
1600000US0227640,Gambell- AK,region.place,2013,40250,13750,27321,15417,14563,30000,76250,12750,11458,25833,9.8,20.6,1,16.7,15.7,6.9,1,14.7,13.7
1600000US0233360,Hoonah- AK,region.place,2013,33750,16771,66250,26250,20855,25625,83125,24375,16250,25417,0.7,10.4,0,26.9,13.4,12.7,17.2,13.4,5.2
1600000US0261630,Point Hope- AK,region.place,2013,42500,31667,49063,30000,30435,71250,84375,31786,20833,38750,7,4.7,0,17.8,24,23.3,8.5,10.1,4.7
1600000US0240670,Knik River- AK,region.place,2013,31875,18125,65000,39500,25350,67625,61250,32188,40227,24219,0,14.5,0,12.8,18.6,9.9,8.7,21.5,14
1600000US0236540,Kachemak- AK,region.place,2013,47000,26875,60625,38958,31806,38750,55000,39375,0,29375,0,0,2.4,20.5,26,19.7,1.6,18.9,11
1600000US0242380,Kwethluk- AK,region.place,2013,23750,18125,34028,18942,18750,16667,0,21250,15938,25156,4.9,29.5,0,29.5,8.2,8.2,3.3,8.2,8.2
1600000US0280660,Unalakleet- AK,region.place,2013,41250,26932,58125,30673,30000,58571,73750,17500,4750,37917,3.7,7.3,1.8,9.1,29.3,15.2,9.1,21.3,3
1600000US0254480,Ninilchik- AK,region.place,2013,45385,30625,46875,26635,27269,37829,54688,23333,0,25729,0,7.7,0,20.8,39.2,20,0,10,2.3
1600000US0268230,Selawik- AK,region.place,2013,36250,10536,43750,11063,10926,0,0,13333,10795,23750,4,0,12,32,24,20,0,0,8
1600000US0255140,Noorvik- AK,region.place,2013,36563,16771,51875,15000,16635,78036,0,20192,10938,29688,3.3,21.7,0,16.7,8.3,13.3,3.3,26.7,6.7
1600000US0226910,Fox River- AK,region.place,2013,0,9875,25417,26042,24405,22083,0,24375,42000,8875,0,46.7,0,40,0,0,0,0,13.3
1600000US0266470,St. Paul- AK,region.place,2013,42500,26667,31125,22802,23750,124375,58750,33036,11250,28750,10.3,18.2,5.5,20.6,16.4,13.3,6.7,3.6,5.5
1600000US0201200,Alakanuk- AK,region.place,2013,18750,7102,27500,7500,7270,52813,0,10795,9375,21667,19.1,25.5,6.4,8.5,27.7,4.3,2.1,0,6.4
1600000US0278240,Toksook Bay- AK,region.place,2013,41875,16818,38333,16429,16600,45833,0,15000,18750,31875,0,13.5,2.7,21.6,29.7,6.8,13.5,9.5,2.7
1600000US0206850,Big Delta- AK,region.place,2013,28324,15833,34901,29886,26250,43750,0,17212,0,66250,0,15.4,5.3,44.2,3.4,3.4,9.1,13.9,5.3
1600000US0250080,Moose Creek- AK,region.place,2013,33631,34643,53750,29583,33274,0,0,53750,0,34048,0,18.5,0,32.1,21.3,5.9,0,22.3,0
1600000US0226870,Fox- AK,region.place,2013,0,30600,42232,41071,34239,41161,0,0,0,53438,0,0,0,38.3,10.1,0,18.4,30,3.2
1600000US0239740,Kipnuk- AK,region.place,2013,30469,15000,28125,8529,10000,31607,0,9444,12500,21607,10,20,0,46.7,6.7,6.7,0,10,0
1600000US0269770,Shishmaref- AK,region.place,2013,41875,12917,40625,12708,12833,0,0,11250,28250,22500,8.7,6.5,6.5,19.6,17.4,23.9,17.4,0,0
1600000US0272230,South Van Horn- AK,region.place,2013,39766,39141,38468,20417,37520,52813,0,40625,0,37718,9.8,13.1,5.6,2.3,35,10.7,0,15.4,7.9
1600000US0240400,Klawock- AK,region.place,2013,27292,20000,58958,40521,25859,49375,50313,25893,13438,40417,0,16.9,2,14.2,17.6,27.7,14.2,5.4,2
1600000US0200760,Akiachak- AK,region.place,2013,29063,20809,53125,20625,20774,78125,0,15833,12250,27344,8.1,18.9,0,13.5,9.5,32.4,1.4,13.5,2.7
1600000US0252060,Naknek- AK,region.place,2013,48036,33125,58036,52857,44750,47250,77500,43500,20000,51875,1.8,6.4,0.9,8.3,26.6,25.2,7.8,14.2,8.7
1600000US0264600,Quinhagak- AK,region.place,2013,44167,11667,40000,11058,11307,0,0,13611,7417,11875,7.5,10,0,10,50,12.5,0,10,0
1600000US0272960,Stebbins- AK,region.place,2013,32500,15833,33750,11250,13281,0,0,11875,6500,31094,0,22.9,5.7,31.4,22.9,8.6,5.7,0,2.9
1600000US0246890,Manokotak- AK,region.place,2013,33750,18438,17321,11750,13125,39107,0,12708,2708,21750,11.1,25,2.8,27.8,5.6,8.3,8.3,11.1,0
1600000US0231710,Happy Valley- AK,region.place,2013,35250,16563,36750,29167,19531,19063,0,11389,0,33828,2.2,5.9,15.4,23.5,18.4,17.6,0,9.6,7.4
1600000US0209600,Buckland- AK,region.place,2013,37083,7500,36250,15313,9773,62250,0,17188,4583,25625,1.3,19.5,10.4,14.3,23.4,19.5,5.2,3.9,2.6
1600000US0241720,Kotlik- AK,region.place,2013,43333,16429,21667,10781,11786,0,59375,12404,0,20625,4.7,20.3,7.8,17.2,17.2,18.8,6.3,7.8,0
1600000US0286490,Yakutat- AK,region.place,2013,44896,37500,50938,34125,36125,43667,66875,19167,15536,49167,0.5,15.7,1.4,9.5,23.8,24.8,6.7,11,6.7
1600000US0227530,Galena- AK,region.place,2013,36477,31364,53125,45000,33676,40000,70625,33393,9038,43000,1.3,6,1.3,20,27.3,16.7,10,6.7,10.7
1600000US0253710,New Stuyahok- AK,region.place,2013,28750,12031,31250,9375,10536,0,0,13672,11250,13750,0,17.2,3.4,44.8,20.7,10.3,0,3.4,0
1600000US0203550,Aniak- AK,region.place,2013,38264,29688,42917,34583,33375,65938,73750,31250,16875,39306,6.8,11.1,3.4,13.7,36.8,13.7,5.1,9.4,0
1600000US0274830,Talkeetna- AK,region.place,2013,33636,17000,32500,24028,21067,21083,0,22969,9250,34773,16.7,22.2,0,15.9,15.9,12.7,0,8.7,7.9
1600000US0282750,Wainwright- AK,region.place,2013,38500,14821,46094,18750,17708,0,0,21250,13333,35313,3.1,18.6,0,15.5,23.7,22.7,7.2,8.2,1
1600000US0230940,Gustavus- AK,region.place,2013,42054,16587,57292,35000,26086,26063,40625,40781,0,25347,0,6.5,5.8,0,26.6,26,3.2,18.8,13
1600000US0237975,Kasigluk- AK,region.place,2013,22083,12273,17031,15089,12917,0,0,14375,4464,18750,16.7,33.3,9.5,4.8,16.7,19,0,0,0
1600000US0266140,St. Mary's- AK,region.place,2013,41944,23077,57917,16250,20625,86042,52500,18214,10625,31250,3.5,17.6,1.2,9.4,14.1,29.4,7.1,12.9,4.7
1600000US0260750,Pilot Station- AK,region.place,2013,22083,12000,39000,12125,12063,0,0,11563,12500,20556,6.1,27.3,0,18.2,36.4,9.1,0,3,0
1600000US0226760,Fort Yukon- AK,region.place,2013,42708,32917,66563,21833,28594,61667,84583,21477,21094,31719,6.6,16,1.9,13.2,17,18.9,9.4,3.8,13.2
1600000US0238090,Kasilof- AK,region.place,2013,92963,10268,0,35147,24698,0,0,27031,0,24138,0,0,0,0,14,0,0,63.2,22.8
1600000US0278680,Trapper Creek- AK,region.place,2013,0,11833,43194,34659,16192,20625,0,16215,0,32955,0,7,0,25.6,32.6,0,23.3,0,11.6
1600000US0212680,Chefornak- AK,region.place,2013,21250,7132,26875,12813,9306,0,0,13750,6719,23333,36.7,13.3,0,16.7,20,10,0,0,3.3
1600000US0236770,Kake- AK,region.place,2013,39688,15104,54107,30000,17083,58269,38125,11000,5750,17308,6.1,6.1,3,10.6,19.7,36.4,10.6,1.5,6.1
1600000US0267680,Scammon Bay- AK,region.place,2013,38929,13125,46250,7857,9034,0,0,11042,0,16667,10,0,0,0,70,15,0,5,0
1600000US0277140,Thorne Bay- AK,region.place,2013,56250,12115,54063,52639,38750,58333,95313,6875,0,24063,3.3,9.9,0,1.7,27.3,20.7,19,14,4.1
1600000US0250190,Moose Pass- AK,region.place,2013,32262,6802,63902,63079,49750,48000,0,57961,0,0,0,0,0,22.4,0,40.8,11.2,25.7,0
1600000US0239960,Kivalina- AK,region.place,2013,57083,15250,31250,9205,10789,0,0,9063,11563,43750,21.4,3.6,0,3.6,14.3,32.1,0,10.7,14.3
1600000US0203440,Angoon- AK,region.place,2013,45313,7196,68750,26250,22422,49375,148438,21583,0,35938,1,16.2,4,10.1,30.3,2,5.1,13.1,18.2
1600000US0253050,Nenana- AK,region.place,2013,46250,22813,66944,27188,25583,45833,0,23750,15625,29688,6.4,5.5,0,6.4,24.5,15.5,15.5,22.7,3.6
1600000US0254700,Noatak- AK,region.place,2013,38750,12708,33636,17250,14722,0,0,17115,7188,15625,0,0,0,66.7,23.3,10,0,0,0
1600000US0267570,Saxman- AK,region.place,2013,40750,20625,48750,20667,20662,44583,46250,16250,15893,21250,2.2,7.5,0,18.3,34.4,6.5,20.4,6.5,4.3
1600000US0228740,Glennallen- AK,region.place,2013,33594,14750,50125,24531,23571,45069,66250,34844,0,24792,15.6,0,0,12.5,28.1,17.2,14.1,0,12.5
1600000US0246560,McKinley Park- AK,region.place,2013,21324,18971,28095,20208,19471,19583,0,7222,0,26875,8.3,30.2,8.3,24,10.9,6.8,7.8,3.6,0
1600000US0256680,Nunapitchuk- AK,region.place,2013,62750,11250,25625,15500,15000,0,0,15536,8750,25179,9.1,18.2,0,40.9,0,27.3,0,4.5,0
1600000US0278790,Tuluksak- AK,region.place,2013,0,6563,70625,4643,5500,0,0,5625,5833,5625,0,22.2,44.4,0,0,0,22.2,11.1,0
1600000US0253820,Newtok- AK,region.place,2013,0,9688,21875,10781,10435,0,0,12132,15000,11875,10.3,51.7,0,3.4,0,0,0,20.7,13.8
1600000US0208740,Brevig Mission- AK,region.place,2013,35500,3500,40000,11786,9583,0,0,10250,16250,12917,3.8,15.4,0,19.2,30.8,23.1,0,7.7,0
1600000US0261788,Point MacKenzie- AK,region.place,2013,0,0,47375,7125,5250,0,0,30125,0,32083,0,0,9.1,12.1,30.3,0,18.2,9.1,21.2
1600000US0256320,Nuiqsut- AK,region.place,2013,34792,25833,62188,23125,25156,62917,80250,33250,36250,23750,2.1,4.3,3.2,18.1,23.4,24.5,4.3,13.8,6.4
1600000US0252720,Napaskiak- AK,region.place,2013,24750,18750,45417,18750,18750,0,0,15208,21875,22083,7.9,28.9,0,2.6,34.2,15.8,10.5,0,0
1600000US0200870,Akiak- AK,region.place,2013,38750,11250,36250,7500,9688,0,51250,14375,4750,7411,12,8,0,20,32,4,12,0,12
1600000US0239300,Kiana- AK,region.place,2013,28125,12813,36250,9583,10938,37083,0,17813,5000,31000,0,11.5,0,38.5,26.9,7.7,0,0,15.4
1600000US0266360,St. Michael- AK,region.place,2013,60357,21250,34583,13438,16563,61667,0,12917,4167,32188,0,21.6,0,23.5,2,37.3,7.8,5.9,2
1600000US0246010,McGrath- AK,region.place,2013,48393,14750,51875,37500,20313,53438,12500,23125,31250,46875,1.2,9.4,2.4,8.2,30.6,27.1,2.4,12.9,5.9
1600000US0217300,Copper Center- AK,region.place,2013,48750,9333,50938,49408,40268,67917,57500,50000,21250,47500,1.5,6,0,7.5,32.8,29.9,9,4.5,9
1600000US0279120,Tuntutuliak- AK,region.place,2013,0,8250,14167,11250,10417,0,0,11111,6667,13750,62.5,25,12.5,0,0,0,0,0,0
1600000US0241610,Kongiganak- AK,region.place,2013,29500,7083,0,6176,6413,0,0,10125,5417,12188,43.8,0,0,43.8,0,12.5,0,0,0
1600000US0234460,Hydaburg- AK,region.place,2013,45938,14250,41442,20313,16094,46250,0,15917,9583,26250,5.8,5.8,0,17.3,38.5,11.5,0,7.7,13.5
1600000US0252390,Napakiak- AK,region.place,2013,30625,9286,33750,12500,9868,0,0,11500,5833,21250,9.5,19,9.5,19,4.8,33.3,0,4.8,0
1600000US0270100,Shungnak- AK,region.place,2013,29000,15000,26563,6477,7228,0,0,11875,5833,29063,2.4,34.1,0,26.8,17.1,4.9,0,12.2,2.4
1600000US0265700,Russian Mission- AK,region.place,2013,43125,12500,32500,12000,12292,11667,0,23500,3125,22083,19.4,0,0,32.3,16.1,25.8,0,6.5,0
1600000US0222250,Elim- AK,region.place,2013,37188,9375,37500,11250,10833,63125,0,9107,10625,25536,0,24,0,12,20,32,4,8,0
1600000US0279830,Two Rivers- AK,region.place,2013,0,0,66584,65941,56920,0,0,0,0,16674,0,0,0,0,0,15.2,54.9,0,29.9
1600000US0221040,Eek- AK,region.place,2013,36250,10833,36875,12188,11607,0,0,18750,17917,22500,0,9.1,0,27.3,45.5,9.1,0,0,9.1
1600000US0247000,Marshall- AK,region.place,2013,29375,5250,37000,16071,12875,0,0,14219,10000,27500,6.7,6.7,0,13.3,46.7,13.3,0,13.3,0
1600000US0253930,Nightmute- AK,region.place,2013,24375,12188,28750,14125,13095,0,0,20000,13250,13750,6.9,37.9,0,20.7,17.2,17.2,0,0,0
1600000US0229290,Goodnews Bay- AK,region.place,2013,33750,7422,33750,7500,7446,0,0,11563,5250,31250,13.6,13.6,9.1,22.7,9.1,0,9.1,9.1,13.6
1600000US0234350,Huslia- AK,region.place,2013,21250,13523,26875,11458,12738,51250,0,8750,0,16635,6.1,15.2,24.2,21.2,18.2,9.1,6.1,0,0
1600000US0242490,Kwigillingok- AK,region.place,2013,0,12917,48036,13333,13194,0,0,11875,0,28750,3.6,7.1,0,28.6,42.9,7.1,0,10.7,0
1600000US0202080,Anaktuvuk Pass- AK,region.place,2013,33750,14063,34375,27500,19821,0,25500,24583,3750,32500,4.4,13.3,4.4,28.9,15.6,11.1,2.2,15.6,4.4
