area_id,area_name,area_type,year,female_full_time_median_earnings,female_median_earnings,male_full_time_median_earnings,male_median_earnings,median_earnings,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,median_earnings_high_school,median_earnings_less_than_high_school,median_earnings_some_college_or_associates,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_1_to_9999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000
1600000US0500250,Adona- AR,region.place,2013,26250,20625,62500,36250,21667,0,0,21667,62500,33750,14,14,0,9.3,18.6,9.3,9.3,2.3,23.3
1600000US0522450,Everton- AR,region.place,2013,0,8500,17500,16250,10000,0,0,8750,0,22500,25,33.3,0,25,0,16.7,0,0,0
1600000US0549070,New Blaine- AR,region.place,2013,0,0,30398,30398,21480,0,0,0,0,0,26.3,40,0,23.2,10.5,0,0,0,0
1600000US0574000,Weldon- AR,region.place,2013,0,13750,24318,24318,17500,0,0,17188,28021,0,0,58.1,0,19.4,9.7,0,12.9,0,0
1600000US0507270,Bluff City- AR,region.place,2013,16250,10833,33500,33500,12500,0,0,9250,0,21250,33.3,23.3,3.3,23.3,10,0,0,6.7,0
1600000US0541450,Lonsdale- AR,region.place,2013,22500,20208,32361,31806,27500,0,0,0,0,21719,2.6,25.6,0,41,20.5,0,0,10.3,0
1600000US0572320,Waldenburg- AR,region.place,2013,0,21458,50833,50833,43750,0,0,22083,0,50500,0,35.5,0,0,16.1,48.4,0,0,0
1600000US0526440,Georgetown- AR,region.place,2013,31875,17500,46500,45625,31563,0,0,46389,0,31563,0,15.4,0,15.4,38.5,7.7,0,23.1,0
1600000US0562030,St. Joe- AR,region.place,2013,40833,9500,26458,27083,26667,42500,0,27083,9000,40417,12,4,0,36,32,16,0,0,0
1600000US0554140,Peach Orchard- AR,region.place,2013,45833,13750,26058,25962,25500,0,0,25625,23750,25750,0,27.3,0,42.4,12.1,9.1,0,9.1,0
1600000US0506730,Black Springs- AR,region.place,2013,14464,14464,19583,0,13393,0,0,19167,0,0,43.8,18.8,0,6.3,31.3,0,0,0,0
1600000US0529140,Gum Springs- AR,region.place,2013,38750,17500,43750,23750,20000,23750,0,0,0,38750,0,33.3,0,9.5,19,38.1,0,0,0
1600000US0511890,Casa- AR,region.place,2013,23750,21250,38750,15313,17083,45625,0,16667,0,23750,13.3,36.7,0,20,20,0,0,3.3,6.7
1600000US0505980,Big Flat- AR,region.place,2013,0,21875,0,8542,11250,0,0,128000,8542,0,15.4,0,0,0,46.2,0,0,0,38.5
1600000US0537720,LaGrange- AR,region.place,2013,33125,14688,43750,0,4583,0,0,3333,0,0,0,0,0,58.3,25,0,0,16.7,0
1600000US0523320,Felsenthal- AR,region.place,2013,0,8203,35000,31250,8594,10000,0,9297,0,0,0,0,14.3,42.9,42.9,0,0,0,0
1600000US0535140,Jericho- AR,region.place,2013,29583,28214,0,14375,27500,53750,0,28036,0,0,0,0,0,72.7,9.1,18.2,0,0,0
1600000US0551080,Oakhaven- AR,region.place,2013,31786,31786,53333,48750,33750,31250,61667,48750,0,31250,5.6,19.4,0,25,22.2,16.7,11.1,0,0
1600000US0561460,Rudy- AR,region.place,2013,0,5500,48889,48333,33750,0,0,0,0,36250,0,0,0,0,76.9,15.4,0,7.7,0
1600000US0526800,Gilbert- AR,region.place,2013,0,0,0,6935,6210,0,0,0,0,0,0,0,0,0,87.5,12.5,0,0,0
1600000US0574930,Whelen Springs- AR,region.place,2013,0,4063,0,15781,15179,0,0,0,0,0,0,46.2,0,0,53.8,0,0,0,0
1600000US0501270,Amagon- AR,region.place,2013,14583,12500,0,24167,14167,0,0,27813,0,22813,37.5,0,0,50,12.5,0,0,0,0
1600000US0504720,Beedeville- AR,region.place,2013,45417,23750,44688,43125,42813,0,0,58125,0,0,7.1,7.1,0,0,57.1,28.6,0,0,0
1600000US0523140,Fargo- AR,region.place,2013,18500,18250,30833,12955,13846,0,0,0,0,14773,14.3,50,0,14.3,7.1,0,0,0,14.3
1600000US0504540,Beaver- AR,region.place,2013,21000,21000,41058,41058,37188,0,0,0,0,40673,15.2,15.2,0,9.1,51.5,6.1,0,3,0
1600000US0518010,Delaplaine- AR,region.place,2013,33750,4643,36389,36250,33750,0,0,36429,0,18750,0,5.9,11.8,5.9,64.7,5.9,5.9,0,0
1600000US0557050,Powhatan- AR,region.place,2013,0,6250,31146,31146,30313,0,0,30521,0,62500,20.8,0,12.5,50,4.2,0,0,12.5,0
1600000US0564910,Smithville- AR,region.place,2013,0,6250,31875,21250,17321,0,0,16250,0,31250,13.3,13.3,0,40,0,33.3,0,0,0
1600000US0513420,Cherokee City- AR,region.place,2013,0,0,0,0,23333,0,0,0,0,0,0,100,0,0,0,0,0,0,0
1600000US0529080,Guion- AR,region.place,2013,0,7750,34167,26250,9250,0,0,6094,0,24375,0,0,0,66.7,33.3,0,0,0,0
1600000US0566200,Springtown- AR,region.place,2013,24375,23750,27500,9219,20750,0,0,23125,0,0,8,28,0,48,16,0,0,0,0
1600000US0533910,Hunter- AR,region.place,2013,22500,0,28125,11667,10833,0,0,11250,0,0,0,53.3,6.7,13.3,26.7,0,0,0,0
1600000US0543070,McNab- AR,region.place,2013,0,33194,0,65000,34583,0,0,44750,0,33333,0,0,0,50,22.7,0,0,27.3,0
1600000US0553900,Patmos- AR,region.place,2013,28750,10000,31875,30625,25313,0,0,8750,46875,0,17.6,0,0,58.8,11.8,11.8,0,0,0
1600000US0532470,Hindsville- AR,region.place,2013,23889,24722,0,32292,30563,0,0,24861,0,0,0,32.1,7.1,32.1,28.6,0,0,0,0
1600000US0561730,Rye- AR,region.place,2013,0,24107,0,0,25000,0,0,0,0,0,0,38.9,0,33.3,27.8,0,0,0,0
1600000US0524760,Fourche- AR,region.place,2013,58750,58750,0,27222,38214,0,0,0,0,0,8.3,0,0,37.5,20.8,25,0,0,8.3
1600000US0547030,Morrison Bluff- AR,region.place,2013,43125,18250,58750,57813,18500,43125,0,21250,0,18000,0,38.1,0,0,19,28.6,0,4.8,9.5
1600000US0510480,Cale- AR,region.place,2013,21250,20750,60833,60313,23750,0,0,61042,0,20750,8.7,26.1,0,13,0,52.2,0,0,0
1600000US0546100,Minturn- AR,region.place,2013,26250,22083,26250,13750,21667,0,0,20625,0,37500,25,25,0,8.3,16.7,25,0,0,0
1600000US0544150,Marie- AR,region.place,2013,28125,22500,0,17000,17188,0,0,0,16563,0,0,23.1,0,30.8,0,46.2,0,0,0
1600000US0535170,Jerome- AR,region.place,2013,45000,33125,32083,31250,31375,0,0,55750,20417,0,0,6.9,0,48.3,0,41.4,3.4,0,0
1600000US0544810,Maysville- AR,region.place,2013,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
1600000US0563740,Sherrill- AR,region.place,2013,0,20694,39000,38000,21806,0,0,26667,0,20972,0,25,0,18.8,56.3,0,0,0,0
1600000US0571900,Victoria- AR,region.place,2013,0,0,29688,28438,29375,0,0,0,28125,0,0,25,0,50,15,0,0,0,10
1600000US0549820,Nimmons- AR,region.place,2013,0,10000,0,13125,12917,0,0,0,0,0,0,100,0,0,0,0,0,0,0
1600000US0517410,Datto- AR,region.place,2013,0,8750,26875,21250,10833,0,0,20625,8750,26563,23.1,15.4,0,30.8,7.7,23.1,0,0,0
1600000US0552940,Ozan- AR,region.place,2013,0,0,0,0,29375,0,0,0,0,0,0,0,0,0,100,0,0,0,0
1600000US0575740,Williford- AR,region.place,2013,0,4167,0,0,8125,0,0,0,0,0,0,0,0,0,100,0,0,0,0
1600000US0577600,Zinc- AR,region.place,2013,0,0,0,0,16250,0,0,0,0,0,28.6,42.9,0,28.6,0,0,0,0,0
1600000US0569350,Tinsman- AR,region.place,2013,0,0,0,0,13646,0,0,0,0,0,0,0,0,0,100,0,0,0,0
1600000US0575570,Wiederkehr Village- AR,region.place,2013,21875,21042,52917,53333,29375,0,0,0,0,53333,0,33.3,0,16.7,22.2,16.7,0,0,11.1
1600000US0507150,Blue Eye- AR,region.place,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US0515310,Corinth- AR,region.place,2013,42500,38750,0,36250,36563,0,0,37188,0,0,0,0,0,0,80,20,0,0,0
1600000US0562900,Scott- AR,region.place,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1600000US0506340,Birdsong- AR,region.place,2013,14583,14583,0,28750,18750,0,0,0,0,0,57.1,0,0,0,28.6,14.3,0,0,0
1600000US0543430,Magnet Cove- AR,region.place,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US0558400,Reader- AR,region.place,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000US0455000,Phoenix- AZ,region.place,2013,37467,26823,41876,31791,30092,50509,64907,26410,20051,34598,5.2,16.7,2.1,18.2,21.3,13.5,5,8.3,9.7
1600000US0477000,Tucson- AZ,region.place,2013,32259,20866,38254,24754,22391,38737,48711,22457,17103,28772,5,20.7,2.6,21.9,21.4,12.2,4.3,6.6,5.2
1600000US0446000,Mesa- AZ,region.place,2013,37271,24984,43686,31402,27948,45520,56779,26433,19782,32998,4.2,15.8,2.1,18.1,23.6,14.4,6,8,7.8
1600000US0412000,Chandler- AZ,region.place,2013,42992,31270,59317,46212,37712,57728,72186,31114,21203,38692,2.6,10,1.2,14.8,20,14.7,6.9,12.7,16.9
1600000US0427820,Glendale- AZ,region.place,2013,36435,26249,41357,30094,27833,44332,56136,28827,19495,34573,5.4,16.6,2,20,22.6,13.8,5.2,7.2,7.2
1600000US0465000,Scottsdale- AZ,region.place,2013,50291,35573,70151,52998,42989,60047,75185,30171,21239,37416,2.3,8,1.4,10.8,17.8,14.5,6.3,12.2,26.6
1600000US0427400,Gilbert- AZ,region.place,2013,44963,33443,62582,50950,41664,56174,73463,32187,26833,43484,2.4,7.4,1,12.3,21.6,17.1,8,13.6,16.6
1600000US0473000,Tempe- AZ,region.place,2013,39007,20661,44989,27315,24777,45903,56310,29139,17637,32729,4.5,14.4,2.5,17,21.7,15.6,5.5,8.9,10.1
1600000US0454050,Peoria- AZ,region.place,2013,40148,31924,52965,41103,35848,52986,63795,31832,22135,37613,3,10.1,1.8,15.7,23.6,16.8,6.1,11,11.9
1600000US0471510,Surprise- AZ,region.place,2013,40959,31313,52116,41603,35974,50458,54209,30842,19854,37954,3,8.6,1.4,16.3,25.3,20.5,8.3,10,6.6
1600000US0485540,Yuma- AZ,region.place,2013,29958,20179,38027,28633,24306,42760,53878,24062,17256,33131,5.3,22.6,2.1,21.6,18.8,12.6,4.4,7.2,5.5
1600000US0464210,San Tan Valley- AZ,region.place,2013,37736,29472,44754,37177,32897,42490,51741,31721,22911,36714,2.5,13.2,0.9,18.3,27.8,16.3,7.1,9.4,4.5
1600000US0404720,Avondale- AZ,region.place,2013,35910,27074,38186,31568,30158,44580,54236,29707,22952,34102,4.3,16.4,2.3,22.8,23.6,13.5,4.9,7,5.3
1600000US0410670,Casas Adobes- AZ,region.place,2013,39444,27497,49461,36296,31460,48715,53306,28489,23811,32727,3.8,11.8,2.5,17.9,21.2,16.1,5.7,11.3,9.9
1600000US0428380,Goodyear- AZ,region.place,2013,38762,32713,53321,45565,38652,54752,59646,32124,31147,41681,1.9,8,1.6,15.2,28.9,14.1,7,12.8,10.5
1600000US0423620,Flagstaff- AZ,region.place,2013,37456,16360,42483,22396,19516,35825,54794,26927,20543,32187,6.6,13.3,3.2,17,24,14.1,4.8,7.9,9
1600000US0439370,Lake Havasu City- AZ,region.place,2013,31702,20382,41777,27232,24132,37692,60911,22300,20653,27032,6,16.8,2.5,21.9,23,12.1,3.3,6.6,7.8
1600000US0407940,Buckeye- AZ,region.place,2013,36064,26905,47134,39852,33510,47982,53587,33316,20043,38371,3.5,12.8,1.6,18.8,25.9,15.2,6.4,8.4,7.6
1600000US0411230,Catalina Foothills- AZ,region.place,2013,53013,31668,84289,60453,41837,50406,80308,26198,30523,35785,1.9,7.2,1.7,10.5,14.6,12.1,5.4,12.8,33.7
1600000US0410530,Casa Grande- AZ,region.place,2013,35192,23957,42508,35437,30002,42567,44412,30350,23151,37307,3.7,16.4,0.9,19,30.1,11.6,5.8,5.7,6.7
1600000US0466820,Sierra Vista- AZ,region.place,2013,36717,22998,51842,38107,30195,53386,57765,23914,21036,39407,5.1,14.8,2.9,16.2,17.5,13.1,7.3,14,9.1
1600000US0444410,Maricopa- AZ,region.place,2013,40166,31365,51170,47619,39853,56147,62200,34492,27797,40212,1.2,11,0.6,16.1,25.5,20,6.3,10.5,8.9
1600000US0451600,Oro Valley- AZ,region.place,2013,43994,30490,71127,50638,38278,52705,66974,30267,9571,35833,2.9,7.4,1.3,11.9,18.1,15.9,8,13.6,20.9
1600000US0457380,Prescott- AZ,region.place,2013,38722,21375,41445,21455,21416,29557,47756,19068,18179,26671,3.4,13.9,2.4,20.5,22,12.8,3.3,10.9,10.7
1600000US0408220,Bullhead City- AZ,region.place,2013,26543,17623,35773,27175,21441,35970,40921,21232,15900,25013,9.7,23.6,2.4,22.7,21.1,8.4,2.8,5.1,4.2
1600000US0457450,Prescott Valley- AZ,region.place,2013,32159,20000,40631,28964,22451,36953,34271,23450,15174,29408,3.9,16.6,1.6,26,22.6,14.7,5.7,4.6,4.3
1600000US0470320,Sun City- AZ,region.place,2013,35828,20745,38080,21938,21282,22692,27847,18894,13809,23986,2.2,17.5,5.4,21.1,25.7,9.5,9,4.8,4.8
1600000US0402830,Apache Junction- AZ,region.place,2013,38395,21815,35666,25583,24106,37922,49831,26347,22070,31402,7,17,1.9,21.8,20.8,16,5.5,5.3,4.8
1600000US0444270,Marana- AZ,region.place,2013,40741,29573,62516,50303,37252,53699,70522,30580,19309,40460,1.8,9.7,1.3,15,19.5,16.2,10.1,14.1,12.3
1600000US0422220,El Mirage- AZ,region.place,2013,32025,23897,39470,29398,26144,38877,36369,28676,19439,31756,5.7,19,2.4,21.4,27.7,12.6,3.5,4.8,2.9
1600000US0463470,San Luis- AZ,region.place,2013,24428,10850,30787,18331,15382,31594,0,17135,12209,23615,7.2,34.6,1.6,16.5,25.5,10.4,1,2.5,0.8
1600000US0420540,Drexel Heights- AZ,region.place,2013,32293,22275,38471,29959,25888,35353,61786,26301,18793,33094,4.2,19.6,2.5,25.4,23.9,11.8,4.8,5.2,2.8
1600000US0437620,Kingman- AZ,region.place,2013,32500,21032,41589,32180,25836,36265,42457,23456,16143,29741,4.8,16,1.6,21.9,20.3,15.5,7.4,6.6,5.9
1600000US0425030,Fortuna Foothills- AZ,region.place,2013,36223,25105,52482,42657,31781,52232,63659,22299,22964,34138,4.7,8.1,2.7,16.7,21.2,20,8.4,8.9,9.3
1600000US0458150,Queen Creek- AZ,region.place,2013,50040,31760,63859,54066,44057,58524,85417,40926,22583,44410,2.1,4.5,1.1,12.2,18.5,20.4,6.6,14.6,19.9
1600000US0423760,Florence- AZ,region.place,2013,37422,25603,35529,21764,22750,36198,42685,28539,12006,29868,4.3,17.6,4.3,21.7,23.9,12.1,4.5,5.8,5.9
1600000US0462140,Sahuarita- AZ,region.place,2013,37508,27575,59761,53721,38174,50842,47087,28763,24425,41348,2.1,7.9,2.2,15.8,19.1,21.4,7.2,15.3,9
1600000US0470355,Sun City West- AZ,region.place,2013,37222,13720,41987,16660,15282,13833,10143,17596,13125,16766,1.7,17.8,1.8,19.9,24.2,12.2,10.5,1.4,10.5
1600000US0402430,Anthem- AZ,region.place,2013,43970,31663,66284,56675,43579,64332,75458,36781,27370,36282,1.4,8,2.3,11.6,18,16.8,8.8,16.3,16.7
1600000US0425300,Fountain Hills- AZ,region.place,2013,52899,37814,64775,49073,42203,58348,57429,30121,26250,42262,1.5,6.6,0.5,11.3,18.4,18.4,9.7,12.4,21.1
1600000US0429710,Green Valley- AZ,region.place,2013,38214,16543,63438,28049,20398,31425,42292,17765,11528,16201,2.4,8.6,0.5,20.9,14.8,13.8,9.8,11.7,17.5
1600000US0449640,Nogales- AZ,region.place,2013,22823,14182,32100,22538,18249,40754,42625,20335,14136,26602,12.8,27.2,1.9,20.4,18.2,5.7,3,5.5,5.6
1600000US0460180,Rio Rico- AZ,region.place,2013,30362,25038,44602,33851,28479,49535,41071,22289,14669,36658,7.2,17.9,0.5,23.4,20.4,12.8,3.7,6.8,7.2
1600000US0420050,Douglas- AZ,region.place,2013,30595,15383,23992,14692,15068,31327,39455,16837,10533,19038,6.6,23,18.7,18.8,16.5,6.8,3.3,4.7,1.6
1600000US0422360,Eloy- AZ,region.place,2013,31964,21159,28971,20986,21062,32888,67063,25000,16391,27917,9.3,25.2,6.3,25.2,21,6.4,0.9,3.7,2
1600000US0472000,Tanque Verde- AZ,region.place,2013,52636,27160,76717,52813,40797,54792,72500,22500,23750,38267,1.9,7.3,1.5,9.3,16,13,8.1,14.3,28.7
1600000US0423960,Flowing Wells- AZ,region.place,2013,30463,18939,33411,25559,22257,46700,49375,24475,20687,27782,5,21.1,1,31.9,21.2,11.1,2.4,4,2.2
1600000US0453700,Payson- AZ,region.place,2013,32444,21356,46387,32973,26055,28496,37833,22447,24612,32153,1.8,22.6,0.7,20.6,22.5,18.5,7.1,3.9,2.3
1600000US0449360,New River- AZ,region.place,2013,53770,41013,60350,46043,43474,68322,88771,41942,23977,44657,1.7,8.7,0.9,9.6,20.4,19.2,9.9,12.2,17.4
1600000US0468080,Somerton- AZ,region.place,2013,25190,12389,32839,21665,16570,14722,52841,20529,12786,25362,8.4,32,1.2,24.5,18.5,8.1,1.8,4.7,0.8
1600000US0424895,Fort Mohave- AZ,region.place,2013,32305,20925,47964,25229,22888,40241,61964,25637,9704,30869,11.5,12.6,0.8,20.5,23,13,2.8,9.5,6.3
1600000US0470530,Sun Lakes- AZ,region.place,2013,47697,22019,51207,26929,24127,31360,28750,14541,21607,25500,0.6,11.5,4.3,9.5,22.8,17.1,8,14.4,11.8
1600000US0466845,Sierra Vista Southeast- AZ,region.place,2013,36307,26117,59408,39503,30432,49479,59701,22274,20625,32396,2.8,18.6,0,13.9,16.7,15.7,9.8,9.9,12.5
1600000US0452930,Paradise Valley- AZ,region.place,2013,73617,47083,150206,100758,72068,89417,146591,27667,14572,36724,0.6,6.3,0.4,5.5,5.7,9.2,6.6,8.8,56.9
1600000US0479830,Verde Village- AZ,region.place,2013,36553,25955,43442,28063,27202,41803,42130,29665,12134,33618,6.9,9.4,1.4,24,29.3,10,4,11.8,3.2
1600000US0477035,Tucson Estates- AZ,region.place,2013,42628,21882,47607,31055,25605,52500,45694,25737,14009,35481,5.3,13.8,1,15.1,25.9,22.5,5.3,7.3,4
1600000US0449270,New Kingman-Butler- AZ,region.place,2013,24235,15399,40391,20523,16427,30909,26406,16664,13203,21090,6.9,31.4,1.2,18.5,24,8,6.1,4,0
1600000US0415500,Coolidge- AZ,region.place,2013,36250,28561,39836,24130,25524,43235,42417,21677,20372,32133,3.8,16.9,1.2,18.4,30.1,14.3,4.4,8.3,2.5
1600000US0416410,Cottonwood- AZ,region.place,2013,32024,19861,35188,20524,20310,35082,26726,20417,11635,23301,10.7,18.2,5.6,17.3,30.7,6.3,2.6,5.5,3.1
1600000US0409690,Camp Verde- AZ,region.place,2013,27265,16897,38398,23267,20747,42235,46467,18937,18612,27400,3.1,19.6,2.4,25.2,24.6,7.2,8.8,8,1.1
1600000US0412840,Chino Valley- AZ,region.place,2013,32006,22748,35466,22410,22597,50299,22620,22842,15551,22002,6,29,3.9,14.6,22,9.2,7.1,7.1,1.1
1600000US0478540,Vail- AZ,region.place,2013,44412,35250,57978,51933,43374,58333,91500,37586,42770,43396,2.8,7.7,0.6,9.5,22.3,19.2,9.3,11.3,17.2
1600000US0466470,Show Low- AZ,region.place,2013,33464,19250,51571,29044,25292,66304,50545,25993,16538,26883,5.7,10,2.4,25,14.4,16.9,6.2,12.8,6.7
1600000US0465350,Sedona- AZ,region.place,2013,31576,23354,48750,32627,26217,45144,31250,23560,18114,24355,7.6,16.6,0.4,20.3,15.6,11.1,2.8,12,13.7
1600000US0428140,Gold Canyon- AZ,region.place,2013,38390,21953,73267,61603,36972,66131,54896,35703,0,34129,4.6,9.4,3.7,11.7,14.3,12.4,9.7,11.9,22.4
1600000US0478760,Valencia West- AZ,region.place,2013,31202,19952,38780,33410,26250,49432,42500,30264,18603,31459,6.5,20.5,0.4,21.5,20.7,18.6,2.9,5.1,3.9
1600000US0476010,Tuba City- AZ,region.place,2013,36227,26153,36333,29313,26981,36417,59333,27107,23583,25707,3.9,18.9,2.7,21,24.9,13.8,4.8,5.4,4.7
1600000US0483930,Winslow- AZ,region.place,2013,38036,16387,41211,19282,18404,42165,58565,21761,18101,21184,11.4,17,1.9,12.2,25.8,9.3,5.5,8.5,8.2
1600000US0462000,Safford- AZ,region.place,2013,35843,23700,49337,40777,32711,37188,66406,31190,13750,39629,8.2,9.7,1.3,13,33.3,18.2,4.5,8.9,2.8
1600000US0461940,Saddlebrooke- AZ,region.place,2013,32312,14715,75375,32229,26230,30236,16513,30911,0,28818,2.3,7.4,6.4,26.4,12.4,5.9,0.4,14.9,24
1600000US0455300,Picture Rocks- AZ,region.place,2013,35122,27166,53143,38667,34124,50231,44779,36364,34926,31581,0.7,20.2,0.7,14.6,22.9,17.6,4.1,9.7,9.6
1600000US0403530,Arizona City- AZ,region.place,2013,34317,31353,40139,34819,32589,43373,6776,34905,22361,33566,4.1,17.8,2.1,24.1,28.3,9.1,5.5,4,4.9
1600000US0428195,Golden Valley- AZ,region.place,2013,26587,19609,36676,18080,19144,37188,0,17520,16250,25000,10.2,24.3,0,29.7,16.4,6.5,4.3,6.2,2.4
1600000US0411160,Catalina- AZ,region.place,2013,30366,20094,47183,36042,26225,32885,37308,29035,25345,28561,3.8,7.9,2,24.5,23.7,20.1,3.6,13,1.4
1600000US0428030,Globe- AZ,region.place,2013,24926,18977,42872,28958,23874,48380,46225,25187,9606,32132,8.1,17.9,4.6,16.3,17.5,16.7,9.1,3.2,6.6
1600000US7238972,Juana DÃaz- PR,region.place,2013,20746,13772,19276,15078,14601,24492,25455,14437,7311,16742,16.6,41.3,10.2,15.1,9.1,4.2,1.5,1.1,0.9
1600000US0451810,Page- AZ,region.place,2013,31589,22331,50085,35452,27003,36094,53856,23839,23849,37458,5.4,19.9,0,15.5,20.4,19,3,8.8,8.1
1600000US0416030,Corona- AZ,region.place,2013,38177,33150,68769,57652,45465,68226,87167,32056,43750,41936,0.8,5.4,0,16.6,17.6,17.3,9.4,17,16
1600000US0480095,Village- AZ,region.place,2013,43256,18419,37063,25646,23427,40893,19000,25000,9886,32266,0.8,17.1,8.2,14.7,19.3,9.1,16.9,5.3,8.8
1600000US0474190,Tolleson- AZ,region.place,2013,25714,14555,32566,25779,21943,30655,0,22396,18587,40507,5.1,30.1,2.5,22.2,30.1,4.9,0.4,3.5,1.3
1600000US0482740,Wickenburg- AZ,region.place,2013,35223,20957,50295,27239,25067,10948,18920,25625,23953,42165,0,22.6,3,18.5,13.9,19.4,1.8,8.2,12.6
1600000US0419740,Doney Park- AZ,region.place,2013,35156,27688,48111,36526,32665,47855,42298,27351,11616,36750,7.8,10.9,0.3,20.4,22.7,13.4,6.3,12.1,6
1600000US0485400,Youngtown- AZ,region.place,2013,34940,22054,42262,31629,26625,27483,54730,31563,20762,28872,4,18,3.6,18.3,22,17.1,7.4,4,5.6
1600000US0430270,Guadalupe- AZ,region.place,2013,24239,19055,33188,15882,17650,27961,0,22273,14451,29648,7.2,30.8,5,27.5,14.7,9.6,0.6,3.1,1.6
1600000US0468850,South Tucson- AZ,region.place,2013,21364,15328,22433,18320,16056,11000,0,20520,14391,26467,17.6,41,0.5,25.7,9.6,4.2,0,1.4,0
1600000US0483388,Williamson- AZ,region.place,2013,40417,26391,67763,40000,30333,69831,44527,38500,14333,26125,1.2,14.4,0,21.8,7.6,11.5,9.4,16.8,17.4
1600000US0467800,Snowflake- AZ,region.place,2013,33265,12019,49470,41113,31250,42772,59643,40616,27667,33791,6,9.1,4.7,18.2,19.2,18.7,7.3,9.8,6.9
1600000US0406260,Bisbee- AZ,region.place,2013,30275,16250,38533,28720,24063,34688,40329,20430,11968,26351,5.6,14.2,8,23.3,20.2,9.6,5.1,4,10
1600000US0404880,Avra Valley- AZ,region.place,2013,39866,20056,50798,40769,31750,49091,50833,25223,16708,38717,3.2,13.3,0.5,14.3,27.9,22.4,2.3,9.7,6.4
1600000US0441330,Litchfield Park- AZ,region.place,2013,57098,37267,65739,51833,44707,63239,70250,27738,43207,50081,0,9.5,1.4,11.6,18.4,9,6.7,19.1,24.4
1600000US0439720,Lake Montezuma- AZ,region.place,2013,17385,14099,33548,28042,18079,46429,12563,11711,20700,28042,3,38.2,4.4,14.6,23.7,9.9,0,6.3,0
1600000US0453560,Paulden- AZ,region.place,2013,28919,22012,26908,25723,25098,23879,0,12213,25309,35360,5.1,25.9,1.1,33.3,7,12.6,2.3,8,4.7
1600000US0405770,Benson- AZ,region.place,2013,35817,20683,52755,14532,15778,20972,31023,20556,9583,39125,9,16.5,5.1,9.7,26.4,14.8,3.5,8.8,6.3
1600000US0433280,Holbrook- AZ,region.place,2013,41220,17422,50945,27357,23289,50469,52898,20509,0,28992,4.6,9.3,3.7,17.7,21.8,26.7,11.1,3.4,1.7
1600000US0473700,Three Points- AZ,region.place,2013,24764,20243,44229,34360,24688,23816,42019,34665,24508,27955,6.1,22.8,1,7.1,31.9,12.6,8.7,7.9,1.9
1600000US0436990,Kayenta- AZ,region.place,2013,21406,16662,31583,25763,23602,36127,43988,11250,23864,24792,5.6,14.3,23.5,22.9,14,9.6,5.8,3.1,1.1
1600000US0411300,Cave Creek- AZ,region.place,2013,56927,34450,65054,44909,41068,58750,85192,26654,12121,43333,5.1,3.2,0.4,14.9,14.5,13.7,5.9,8.8,33.6
1600000US0420960,Eagar- AZ,region.place,2013,29829,17482,47306,43367,27067,38547,43214,19189,17850,32727,3,12.1,4.4,22.6,20.3,16,3.1,7.7,10.9
1600000US0473420,Thatcher- AZ,region.place,2013,32885,11420,51750,35337,20848,26458,42431,32054,32500,31938,4.6,13.6,4.3,9.8,27.4,11.3,10.4,12,6.6
1600000US0414870,Colorado City- AZ,region.place,2013,29259,19258,31033,23000,21262,35893,0,32222,17473,22833,2.6,26.5,6.6,23.2,21.1,10,4,3.7,2.4
1600000US0462910,San Carlos- AZ,region.place,2013,30042,20439,37329,20360,20404,0,61442,18229,13352,24600,6,25.5,3.2,15.6,26.1,6.9,6.4,2,8.3
1600000US0412770,Chinle- AZ,region.place,2013,34509,31250,46441,45091,34057,49306,58125,25800,32500,30233,8.5,9.7,0.3,24.6,26.1,12.3,4.7,3.6,10.2
1600000US0460120,Rincon Valley- AZ,region.place,2013,55625,30896,76786,64046,44005,76815,71250,43315,17045,44085,2.7,9.6,0,7.9,11,13.3,10.4,26.2,19
1600000US0439790,Lake- AZ,region.place,2013,30033,28727,34500,23345,27786,31932,168641,23068,4698,34470,6.1,26.7,0,29.4,13.6,10,2.6,1,10.6
1600000US0482530,Whiteriver- AZ,region.place,2013,32438,14286,21820,17554,16092,26250,49700,16906,9712,25833,0,32.7,12.4,22.4,18.7,11.4,1.2,0,1.3
1600000US0413820,Citrus Park- AZ,region.place,2013,39573,26667,57250,40974,32403,68264,78359,23036,36534,32092,4.6,8.5,6.9,14.4,13.6,16.6,9.9,10.2,15.4
1600000US0455980,Pinetop-Lakeside- AZ,region.place,2013,32321,20972,52147,33143,26719,40260,68083,16277,38105,25000,10.7,15.1,3.2,13.4,8.6,15.2,11.5,7.2,15.1
