area_id,area_name,area_type,year,percent_associates_degree,percent_bachelors_degree_or_higher,percent_graduate_or_professional_degree,percent_high_school_graduate_or_higher,percent_less_than_9th_grade
1600000US2935186,Indian Point- MO,region.place,2013,4.7,15.8,4.3,93.8,1.2
1600000US2904996,Bertrand- MO,region.place,2013,2.7,3.5,1.1,71,3.5
1600000US2949988,Morley- MO,region.place,2013,5.8,10.1,0.6,78.5,6
1600000US2940610,Lancaster- MO,region.place,2013,10.5,12.8,5.9,86.2,5.1
1600000US2905734,Birch Tree- MO,region.place,2013,2.9,8.8,3.5,62.6,15.6
1600000US2941906,Liberal- MO,region.place,2013,4.8,9.1,2.1,78.7,6.1
1600000US2976840,Walnut Grove- MO,region.place,2013,7.6,12.3,3.1,91.1,1.6
1600000US2945470,Madison- MO,region.place,2013,11.3,4.5,2.3,83.2,2.8
1600000US2951680,New Bloomfield- MO,region.place,2013,5.2,18,6.6,88.7,7.6
1600000US2952760,Norborne- MO,region.place,2013,6.9,16,7.8,89.9,1.7
1600000US2927676,Golden City- MO,region.place,2013,5.7,7.4,0.9,82.8,8.5
1600000US2941132,Leawood- MO,region.place,2013,3.7,39.8,15.9,90.9,2.7
1600000US2924706,Flordell Hills- MO,region.place,2013,9.3,12.1,2.3,78.8,3.5
1600000US2973852,Trimble- MO,region.place,2013,6.5,7.6,2.2,85.4,2.9
1600000US2925957,Fremont Hills- MO,region.place,2013,4.1,56.1,22.9,96.8,0.9
1600000US2930322,Hardin- MO,region.place,2013,6.5,7,4.5,80.8,0.3
1600000US2960356,Queen City- MO,region.place,2013,5.5,6,0.6,78.3,8.5
1600000US2960428,Qulin- MO,region.place,2013,13.8,3,0,53.8,8
1600000US2943468,Loch Lloyd- MO,region.place,2013,8.5,63.6,17.3,98,1.1
1600000US2941402,Leeton- MO,region.place,2013,13.2,8.8,1.6,83.8,3.2
1600000US2940196,Lake Tapawingo- MO,region.place,2013,7.8,39.6,17.7,97.5,0
1600000US2948242,Miller- MO,region.place,2013,16.6,13.4,3,89.4,0.9
1600000US2925894,Freeman- MO,region.place,2013,11.9,8.7,3.5,94.3,1.7
1600000US2929152,Greendale- MO,region.place,2013,3.1,38.8,16.1,95.8,2.7
1600000US2951302,Naylor- MO,region.place,2013,12.1,4.4,0.7,74.8,14.6
1600000US2941114,Leasburg- MO,region.place,2013,1.7,8.6,1.1,63.7,9.4
1600000US2954686,Olympian Village- MO,region.place,2013,13.9,4.1,0.5,78.5,6.4
1600000US2923266,Fairfax- MO,region.place,2013,4.3,19.3,5.2,87.2,4.9
1600000US2929134,Green City- MO,region.place,2013,6,10.6,4.6,84.2,7.9
1600000US2972034,Sycamore Hills- MO,region.place,2013,6.6,30.2,8.7,90.2,4
1600000US2919828,Doolittle- MO,region.place,2013,6.7,7.2,5.4,81.2,3.7
1600000US2911350,Cardwell- MO,region.place,2013,2.8,8.9,2.6,69.4,14.5
1600000US2907989,Branson West- MO,region.place,2013,3.2,10.1,3,71.9,5.9
1600000US2926254,Galena- MO,region.place,2013,1.8,5.9,2.8,73.5,4.3
1600000US2900424,Airport Drive- MO,region.place,2013,8,30,11.6,89.8,6.2
1600000US2905266,Bevier- MO,region.place,2013,5.4,6.6,1.4,86.3,6.6
1600000US2975886,Verona- MO,region.place,2013,5.6,0.9,0.9,66.3,13.1
1600000US2975346,Urich- MO,region.place,2013,6.7,9.7,2.3,83.8,4.6
1600000US2922474,Eolia- MO,region.place,2013,6.9,13.2,4.9,87.1,1.1
1600000US2931024,Hawk Point- MO,region.place,2013,2.3,8,2,71.4,12
1600000US2922276,Eminence- MO,region.place,2013,3.7,10.1,3.9,83,4.2
1600000US2924688,Flint Hill- MO,region.place,2013,11.5,33.6,12.3,93.3,4
1600000US2935396,Irondale- MO,region.place,2013,4.9,6.7,6.7,65.8,7
1600000US2924058,Ferrelview- MO,region.place,2013,9.6,15.2,2.7,84.8,2
1600000US2953650,Oak Grove Village- MO,region.place,2013,4.1,0.9,0.3,59.9,4.7
1600000US2917650,Crystal Lake Park- MO,region.place,2013,1.7,73.2,36.2,99.5,0.5
1600000US2910144,Butterfield- MO,region.place,2013,2.7,5,2.7,61.9,21.2
1600000US2939512,La Belle- MO,region.place,2013,3,5.3,1.3,83.8,9.3
1600000US2958916,Polo- MO,region.place,2013,8,8.9,1.8,83.4,4.7
1600000US2978514,West Alton- MO,region.place,2013,5,11.4,1.5,75.2,9.4
1600000US2928860,Grayhawk- MO,region.place,2013,23.2,0,0,85,3.8
1600000US2935240,Innsbrook- MO,region.place,2013,4.4,46.1,16,97.5,0.6
1600000US2925120,Foristell- MO,region.place,2013,9,30.9,9.8,94.2,1.3
1600000US2901630,Arbyrd- MO,region.place,2013,0,10.8,1,74.2,16.9
1600000US2951716,Newburg- MO,region.place,2013,4.5,10.8,6.6,62.2,13.8
1600000US2929332,Green Ridge- MO,region.place,2013,17.6,16.8,8.5,83.2,6.8
1600000US2967196,Shelbyville- MO,region.place,2013,5.5,12.6,1.5,89.2,1.5
1600000US2931924,Higbee- MO,region.place,2013,8.4,6.9,2.3,85,4.8
1600000US2940592,Lanagan- MO,region.place,2013,0.9,2,0,62.4,8.7
1600000US2909838,Burlington Junction- MO,region.place,2013,4.1,14.2,3.8,86.3,5.8
1600000US2938468,Keytesville- MO,region.place,2013,4,13.5,4.2,85,5.5
1600000US2921916,Ellsinore- MO,region.place,2013,4.8,6.5,0.7,69.4,14.6
1600000US2937736,Junction City- MO,region.place,2013,4,3,1.3,54.5,13.4
1600000US2927262,Glenaire- MO,region.place,2013,5.4,13.1,3.3,90.3,0.5
1600000US2936422,Jane- MO,region.place,2013,0,7.6,0,89.1,0
1600000US2936332,Jamesport- MO,region.place,2013,4.8,11.8,0.9,78.2,7.6
1600000US2906256,Bland- MO,region.place,2013,4.2,7.2,2.7,72.3,13.3
1600000US2943274,Linn Creek- MO,region.place,2013,5,20.7,4.1,93.7,0.3
1600000US2922600,Essex- MO,region.place,2013,2.8,3.3,1.1,79.1,7.4
1600000US2977200,Washburn- MO,region.place,2013,1.8,2.4,1.2,69.3,6.5
1600000US2906454,Bloomsdale- MO,region.place,2013,14.6,12.7,3.4,82.5,4.5
1600000US2902800,Avondale- MO,region.place,2013,11.5,26.1,2.7,88.8,1.9
1600000US2909694,Bunker- MO,region.place,2013,0.7,0.3,0.3,61.2,12.1
1600000US2958448,Pleasant Hope- MO,region.place,2013,7.1,12.1,2.6,87.1,0.9
1600000US2918658,Dearborn- MO,region.place,2013,11.4,18,6.6,93.4,0.6
1600000US2927658,Golden- MO,region.place,2013,12.9,13.4,1.2,87.3,8.4
1600000US2939602,Laddonia- MO,region.place,2013,3.6,6.8,3.3,76,11.9
1600000US2919072,Delta- MO,region.place,2013,2.5,8.9,2.8,67.4,18.2
1600000US2929476,Greenville- MO,region.place,2013,8.4,7.9,2.2,73.9,8.1
1600000US2968384,Smithton- MO,region.place,2013,12.8,9.9,1.9,82.7,1.9
1600000US2961904,Ridgeway- MO,region.place,2013,4,6.1,2.9,77.8,5.3
1600000US2977920,Wayland- MO,region.place,2013,5.2,4.7,0.9,66.5,7
1600000US2953858,Oakview- MO,region.place,2013,8.9,20.9,4.7,92.4,0.9
1600000US2956414,Pasadena Park- MO,region.place,2013,9.7,50.9,15.5,96.7,0
1600000US2931780,Hermitage- MO,region.place,2013,1.7,8.9,1,79.3,7
1600000US2931168,Hayti Heights- MO,region.place,2013,4.2,7.2,3,62.6,27.5
1600000US2953534,Novinger- MO,region.place,2013,3.3,6,3.3,62.4,10.7
1600000US2919504,Diggins- MO,region.place,2013,1,5.7,2.3,82,5.7
1600000US2923428,Fair Play- MO,region.place,2013,4.7,4,0,74,4.3
1600000US2900496,Alba- MO,region.place,2013,11.3,4.9,2.1,82.5,3.7
1600000US2944282,Lowry City- MO,region.place,2013,3.5,6.9,0.7,69.4,13.6
1600000US2932752,Holt- MO,region.place,2013,7.3,6.9,1.5,87,5.4
1600000US2909388,Bucklin- MO,region.place,2013,5.6,11.9,1.4,85,4.2
1600000US2946406,Marston- MO,region.place,2013,8.8,1.7,1.7,81.4,2.7
1600000US2940304,Lake Viking- MO,region.place,2013,0,17.6,6.4,94.7,2.5
1600000US2960140,Purcell- MO,region.place,2013,3.5,8.1,0.4,70.8,2.1
1600000US2955478,Otterville- MO,region.place,2013,12.5,6.9,2.5,84.7,2.5
1600000US2955352,Osborn- MO,region.place,2013,9.8,4,2.1,86.5,7.6
1600000US2901270,Annapolis- MO,region.place,2013,7,8.3,2.5,77.8,9.2
1600000US2969518,Spokane- MO,region.place,2013,0,23.2,15.2,85.9,0
1600000US2979756,Wilbur Park- MO,region.place,2013,9.8,39,14.6,94.3,0
1600000US2951446,Neelyville- MO,region.place,2013,8.4,7,1,70.3,9.8
1600000US2941024,Leadington- MO,region.place,2013,6.9,6.9,0.3,79.7,0.9
1600000US2971728,Sunrise Beach- MO,region.place,2013,5.9,9,0.5,85.3,1.5
1600000US2941852,Lewistown- MO,region.place,2013,5.8,4.6,0.6,86.9,2.7
1600000US2952418,Niangua- MO,region.place,2013,3.3,6.5,0.3,83.1,5.9
1600000US2916336,Cooter- MO,region.place,2013,1,5.6,1.6,63.4,10.8
1600000US2917660,Crystal Lakes- MO,region.place,2013,9.1,4.5,1.4,85.4,2.1
1600000US2909642,Bull Creek- MO,region.place,2013,13.8,2.3,1.4,79.8,3.2
1600000US2950078,Morrisville- MO,region.place,2013,5.7,8.1,2.7,83.6,2.3
1600000US2947036,Meadville- MO,region.place,2013,6.1,17.9,7.6,93.1,1.9
1600000US2976966,Wardell- MO,region.place,2013,5.8,10.5,1.7,82.7,6.8
1600000US2949664,Montrose- MO,region.place,2013,6.8,17.3,5.7,86.1,2.5
1600000US2933004,Hopkins- MO,region.place,2013,4.1,15.4,3.4,87,3.8
1600000US2910792,Camden Point- MO,region.place,2013,10.5,26.7,6.5,97.8,0
1600000US2904132,Bell City- MO,region.place,2013,3.6,3.6,2.4,69,11.1
1600000US2971512,Summersville- MO,region.place,2013,7.4,6.6,4.5,78.1,8.3
1600000US2947486,Mercer- MO,region.place,2013,7.5,11.4,7.2,87.9,7.8
1600000US2938216,Kelso- MO,region.place,2013,6.6,28.9,8.7,97.3,1.5
1600000US2923032,Ewing- MO,region.place,2013,4.7,3.7,0,83.6,6.4
1600000US2900928,Altenburg- MO,region.place,2013,5.1,18.9,2.8,88.2,7.9
1600000US2980380,Windsor Place- MO,region.place,2013,18.8,26.5,7.4,97.1,1.5
1600000US2979090,Wheatland- MO,region.place,2013,11.7,1.7,0,66.7,6.5
1600000US2909658,Bunceton- MO,region.place,2013,7.3,6,2.8,86.3,4
1600000US2914194,Clarksville- MO,region.place,2013,3.8,16.5,1.5,85.8,6.8
1600000US2933850,Huntleigh- MO,region.place,2013,5.9,73.7,23.9,96.9,3.1
1600000US2923518,Fairview- MO,region.place,2013,7.1,5.4,0,69.5,14.2
1600000US2933364,Howardville- MO,region.place,2013,3.3,1.7,0,62.5,20.8
1600000US2980026,Williamsville- MO,region.place,2013,5.3,2.1,0,64.9,11.6
1600000US2939990,Lake Mykee Town- MO,region.place,2013,7,32.8,6.3,95.2,2.6
1600000US2939952,Lake Lafayette- MO,region.place,2013,5.1,5.1,0,87.1,2.7
1600000US2960716,Ravenwood- MO,region.place,2013,1.8,13.1,3.9,94.3,1.4
1600000US2953174,Northmoor- MO,region.place,2013,9.3,11.7,1.7,91.7,2.8
1600000US2910450,Calhoun- MO,region.place,2013,4.3,11.3,2,89.1,5.9
1600000US2958196,Platte Woods- MO,region.place,2013,8.5,43.3,19.7,97.9,1.2
1600000US2975238,Uplands Park- MO,region.place,2013,3.2,11.6,4.5,84.2,6.1
1600000US2916408,Corder- MO,region.place,2013,3.2,15,5.7,85.8,1.2
1600000US2975310,Urbana- MO,region.place,2013,7.8,8.2,0.4,84,6.7
1600000US2917164,Creighton- MO,region.place,2013,5.3,9.5,3.4,85.5,1.9
1600000US2902422,Atlanta- MO,region.place,2013,13.3,12.1,4.5,85.2,5.3
1600000US2945218,Macks Creek- MO,region.place,2013,2.2,5.7,4.4,82.4,7
1600000US2912592,Center- MO,region.place,2013,5.6,4.1,1.1,80.3,5.6
1600000US2936368,Jamestown- MO,region.place,2013,4.8,13.2,4.8,86,2.4
1600000US2981178,Wyatt- MO,region.place,2013,2.9,2.9,0,62,13.9
1600000US2905248,Beverly Hills- MO,region.place,2013,4.1,12.7,5.7,81.6,5.7
1600000US2927064,Gilman City- MO,region.place,2013,2.7,14,2.3,76.7,11.2
1600000US2963110,Rosebud- MO,region.place,2013,7.6,13,5.1,71.4,13.8
1600000US2964190,St. Elizabeth- MO,region.place,2013,6.6,26.5,16.7,96.5,1.2
1600000US2904330,Bellflower- MO,region.place,2013,0.8,1.1,0,66.2,3.4
1600000US2961994,Risco- MO,region.place,2013,4,8.7,0.8,91.3,4
1600000US2913060,Chamois- MO,region.place,2013,12.2,12.2,3.8,79.8,11.4
1600000US2960734,Raymondville- MO,region.place,2013,1.7,6.2,1.7,74.8,10.7
1600000US2981088,Wortham- MO,region.place,2013,8,0,0,81.6,0
1600000US2937700,Josephville- MO,region.place,2013,10.4,20.9,4.9,89.6,4.9
1600000US2900802,Alma- MO,region.place,2013,5.2,25.2,6.2,89.7,7.6
1600000US2965034,St. Mary- MO,region.place,2013,9.2,11.1,7.3,74.8,8.4
1600000US2929422,Greentop- MO,region.place,2013,2.4,16.9,5.9,89.8,5.1
1600000US2952148,New Melle- MO,region.place,2013,3.9,36,14.1,93.2,0
1600000US2929908,Hale- MO,region.place,2013,5.7,11.4,5.3,75.7,9.5
1600000US2923662,Farber- MO,region.place,2013,6.9,2.9,0.4,77.1,2.2
1600000US2944829,McCord Bend- MO,region.place,2013,4.9,9.4,6.6,62.8,6.9
1600000US2945596,Maitland- MO,region.place,2013,2.2,6.7,3.6,93.8,1.8
1600000US2922996,Everton- MO,region.place,2013,5.7,8.7,1.9,78.9,1.9
1600000US2925822,Freeburg- MO,region.place,2013,6.5,10.2,5.4,87.4,8.5
1600000US2975130,Union Star- MO,region.place,2013,7.1,11.1,1.6,88.1,5.6
1600000US2976660,Walker- MO,region.place,2013,7.9,12.5,2.8,83.8,7.9
1600000US2918730,Deepwater- MO,region.place,2013,3.7,6,1.9,78.3,4.5
1600000US2979180,Wheeling- MO,region.place,2013,8.3,14.3,4,85.3,2
1600000US2927928,Gordonville- MO,region.place,2013,6.8,23,10.1,91.6,2.4
1600000US2972232,Taneyville- MO,region.place,2013,5.9,11.7,5,79.5,5.9
1600000US2978064,Weaubleau- MO,region.place,2013,8,8,2.8,87.3,5.2
1600000US2945632,Malta Bend- MO,region.place,2013,14.5,10.1,1.9,83.1,7.7
1600000US2967718,Sibley- MO,region.place,2013,6.1,7.7,1.6,82.5,6.5
1600000US2946244,Marquand- MO,region.place,2013,7.5,8.5,6,76.1,9
1600000US2914068,Clark- MO,region.place,2013,1.8,2.3,0,78.3,11.5
1600000US2948602,Mine La Motte- MO,region.place,2013,5.6,11.2,5.2,86.6,2.6
1600000US2979054,Westwood- MO,region.place,2013,3.5,76.4,36.7,96.5,0
1600000US2923698,Farley- MO,region.place,2013,6.7,31.3,3.1,95.1,0.4
1600000US2925552,Frankford- MO,region.place,2013,5.3,13,4.3,79.3,8.2
1600000US2924328,Fisk- MO,region.place,2013,3.4,12.9,2.6,77.7,4.3
1600000US2963902,Saginaw- MO,region.place,2013,11.1,18.9,6.1,90.6,1.6
1600000US2956306,Parkway- MO,region.place,2013,4.7,5.9,3.9,71.1,15.6
1600000US2915220,Cobalt- MO,region.place,2013,0.5,0.5,0,65.3,8.3
1600000US2931654,Henrietta- MO,region.place,2013,3.7,1.9,0,75.5,6
1600000US2974284,Twin Oaks- MO,region.place,2013,4.6,46.3,12.1,97.2,2.1
1600000US2958934,Pomona- MO,region.place,2013,5.8,0,0,64,12.2
1600000US2933724,Hume- MO,region.place,2013,3.1,6.6,1.5,78.6,5.1
1600000US2978910,Westphalia- MO,region.place,2013,13.7,13.7,5.5,80.1,17.6
1600000US2943292,Linneus- MO,region.place,2013,3.4,5.1,1.7,77.8,17.9
1600000US2938918,Kingsville- MO,region.place,2013,6.4,10.3,4.9,84.7,8.9
1600000US2946460,Martinsburg- MO,region.place,2013,11.1,8.8,0.4,83.6,1.8
1600000US2933922,Hurley- MO,region.place,2013,0,14,0,69.8,2.2
1600000US2954416,Old Monroe- MO,region.place,2013,5.6,5.2,2.1,82.8,5.2
1600000US2921214,Edgar Springs- MO,region.place,2013,7.1,11.4,0.5,77.2,4.9
1600000US2908272,Brewer- MO,region.place,2013,5,0,0,78.1,18.3
1600000US2968132,Skidmore- MO,region.place,2013,8,15.6,2.4,90.6,3.3
1600000US2938846,Kingston- MO,region.place,2013,4,3.6,1.2,82.5,6.7
1600000US2951860,New Hampton- MO,region.place,2013,4.5,6.8,1.1,84.1,6.3
1600000US2926092,Frohna- MO,region.place,2013,6.6,10.9,4.7,67.8,10.4
1600000US2902512,Augusta- MO,region.place,2013,5,26.7,9,93.2,6.8
1600000US2975724,Vanduser- MO,region.place,2013,0,2.4,0,83.5,9.4
1600000US2967358,Sheridan- MO,region.place,2013,7.4,20,4.7,90.7,1.4
1600000US2948710,Mineral Point- MO,region.place,2013,4.9,0.5,0.5,56.8,22.8
1600000US2901954,Armstrong- MO,region.place,2013,3.3,7.7,3.3,73.6,13.7
1600000US2967628,Shoal Creek Drive- MO,region.place,2013,7.3,24.1,10.9,86.8,3.6
1600000US2910486,Callao- MO,region.place,2013,7.2,8.3,1.1,83.3,3.3
1600000US2959150,Portage Des Sioux- MO,region.place,2013,5.8,7.6,2.2,86.1,4.9
1600000US2917992,Dadeville- MO,region.place,2013,12.4,11.9,7.2,87.1,4.6
1600000US2930844,Harviell- MO,region.place,2013,0,13.7,13.7,100,0
1600000US2929116,Greencastle- MO,region.place,2013,9.2,4.8,1.9,74.4,8.2
1600000US2912718,Centerville- MO,region.place,2013,0.9,11,2.2,67,12.3
1600000US2939008,Kirbyville- MO,region.place,2013,1.9,10.1,1.9,52.5,19.6
1600000US2925066,Forest City- MO,region.place,2013,6,7.4,1.4,81.9,5.6
1600000US2946964,Mayview- MO,region.place,2013,1.6,1.1,0,69.7,15.7
1600000US2911026,Canalou- MO,region.place,2013,4.5,3.9,0,64,20.2
1600000US2963857,Saddlebrooke- MO,region.place,2013,4.2,34,13.7,100,0
1600000US2969464,Spickard- MO,region.place,2013,12,8.7,4.3,75,6.5
1600000US2901018,Amazonia- MO,region.place,2013,3.1,11.9,6.2,82.9,8.8
1600000US2938522,Kidder- MO,region.place,2013,13.2,10.5,1.6,83.2,1.6
1600000US2919990,Downing- MO,region.place,2013,5.9,6.9,2,81.9,4.4
1600000US2966337,Scotsdale- MO,region.place,2013,7.7,30.9,9.4,89.5,1.1
1600000US2950168,Mosby- MO,region.place,2013,2.8,1.9,0,73.5,7.6
1600000US2914158,Clarksdale- MO,region.place,2013,11.3,6.7,1,87.2,4.6
1600000US2939566,Laclede- MO,region.place,2013,2,5.5,3.5,78.5,4.5
1600000US2917524,Cross Timbers- MO,region.place,2013,5.1,6.6,1,76.3,3
1600000US2925516,Frankclay- MO,region.place,2013,0,0,0,77,6.9
1600000US2930484,Harrisburg- MO,region.place,2013,8.8,21.2,11.2,94.7,1.2
1600000US2953786,Oak Ridge- MO,region.place,2013,2.8,7.3,5.1,83.6,1.1
1600000US2963596,Rushville- MO,region.place,2013,1.9,13.1,1.9,78.1,2.5
1600000US2933292,Houston Lake- MO,region.place,2013,8.9,20.7,5.9,88.7,3.4
1600000US2920980,East Lynne- MO,region.place,2013,2.7,7.7,2.2,93.4,1.1
1600000US2908128,Breckenridge- MO,region.place,2013,5.1,10.8,2.8,89.2,5.7
1600000US2905824,Birmingham- MO,region.place,2013,8.2,4.1,1,92.3,2
1600000US2975364,Utica- MO,region.place,2013,4.4,8.2,0.5,84.7,4.4
1600000US2932590,Holland- MO,region.place,2013,5.3,4.3,1,62.8,12.1
1600000US2959726,Prairie Home- MO,region.place,2013,8.9,17.8,6.3,90.1,4.7
1600000US2903340,Barnard- MO,region.place,2013,4.7,10.7,6,93.3,1.3
1600000US2926362,Galt- MO,region.place,2013,6.2,7.2,3.1,68,6.2
1600000US2908884,Browning- MO,region.place,2013,3.6,7.9,0,78.2,1.2
1600000US2901090,Amsterdam- MO,region.place,2013,5.1,1.7,0,77.5,4.5
1600000US2912664,Centertown- MO,region.place,2013,8.4,10.1,1.1,90.5,2.2
1600000US2903376,Barnett- MO,region.place,2013,0,6.1,0,59.4,27.1
1600000US2910360,Cairo- MO,region.place,2013,6.4,7,1.9,87.9,3.8
1600000US2939440,Koshkonong- MO,region.place,2013,5.9,10.3,2.7,76.2,11.4
1600000US2951500,Nelson- MO,region.place,2013,0.6,0,0,75.9,11.7
1600000US2903556,Bates City- MO,region.place,2013,0.6,11,1.3,74,3.2
1600000US2910342,Cainsville- MO,region.place,2013,6.7,8.9,3.3,90.6,2.2
1600000US2981142,Wyaconda- MO,region.place,2013,6.1,4.9,2.5,77.3,9.8
1600000US2948566,Mindenmines- MO,region.place,2013,2.5,9.5,3.5,79.5,5
1600000US2940736,Laredo- MO,region.place,2013,6.2,4.5,0,85.3,8.5
1600000US2914140,Clarksburg- MO,region.place,2013,2.5,8.3,5.1,83.4,9.6
1600000US2905950,Blackburn- MO,region.place,2013,6,15.3,4.9,90.7,2.2
1600000US2947594,Meta- MO,region.place,2013,9.4,8.8,0,82.5,9.9
1600000US2938972,Kinloch- MO,region.place,2013,1.8,1.8,1.2,73.8,6.1
1600000US2948980,Missouri City- MO,region.place,2013,6.7,7.2,5.6,83.6,5.1
1600000US2924120,Fidelity- MO,region.place,2013,6.4,10.5,2.3,71.3,5.8
1600000US2961328,Rhineland- MO,region.place,2013,9.7,12.3,8.4,89.6,0
1600000US2974194,Tuscumbia- MO,region.place,2013,3.8,14.8,10.4,86.3,3.8
1600000US2931996,High Hill- MO,region.place,2013,4.3,13.6,1.6,77.2,2.7
1600000US2920674,Eagleville- MO,region.place,2013,0,17,7,87.1,4.1
1600000US2956558,Pattonsburg- MO,region.place,2013,6.6,5.7,4.2,83,0
1600000US2907876,Bragg City- MO,region.place,2013,0.7,6.9,1.4,76.4,6.3
1600000US2940214,Lake Tekakwitha- MO,region.place,2013,1.6,14.4,2.1,87.2,1.1
1600000US2907426,Bosworth- MO,region.place,2013,4.6,4.6,1.7,63.4,14.3
1600000US2912682,Centerview- MO,region.place,2013,3.5,2.6,0,80.9,2.6
1600000US2915886,Conception- MO,region.place,2013,8.9,28.9,21.1,94.4,3.3
1600000US2903052,Bakersfield- MO,region.place,2013,8.7,7.5,0,77,7.5
1600000US2922312,Emma- MO,region.place,2013,6,20.8,1.8,81,4.2
1600000US2911728,Carytown- MO,region.place,2013,11,23.2,3.7,83.5,4.3
1600000US2917902,Curryville- MO,region.place,2013,0.7,4.3,0,68.1,8.7
1600000US2940790,La Russell- MO,region.place,2013,8,0.8,0,93.6,4
1600000US2901288,Anniston- MO,region.place,2013,0.5,0.5,0,56.4,16.3
1600000US2939278,Knox City- MO,region.place,2013,3.8,0.5,0,83.1,4.4
1600000US2927028,Gilliam- MO,region.place,2013,7.7,5.9,0.6,71.6,22.5
1600000US2966476,Sedgewickville- MO,region.place,2013,2.5,8.3,2.5,89.2,0.8
1600000US2908614,Bronaugh- MO,region.place,2013,4.8,6.7,1.2,77,10.3
1600000US2960158,Purdin- MO,region.place,2013,5.5,2.7,1.4,80.1,8.2
1600000US2919198,Des Arc- MO,region.place,2013,0,3.1,0.6,61,23.9
1600000US2925411,Fountain N' Lakes- MO,region.place,2013,3,5.2,3,85.8,0
1600000US2959060,Pontiac- MO,region.place,2013,9.6,24.1,15.7,72.9,0
1600000US2906922,Bolckow- MO,region.place,2013,5,8.2,1.3,88.1,1.9
1600000US2908002,Brashear- MO,region.place,2013,7.7,13.1,5.4,91.1,6.5
1600000US2937214,Jerico Springs- MO,region.place,2013,5.1,1.3,0,90.4,3.2
1600000US2910738,Camden- MO,region.place,2013,10,3.8,0,81.3,2.5
1600000US2957404,Pickering- MO,region.place,2013,1.3,11.4,3.8,81,4.4
1600000US2959870,Preston- MO,region.place,2013,1.8,4.3,1.8,81,3.7
1600000US2927514,Glenwood- MO,region.place,2013,25,6.9,1.3,88.1,10
1600000US2913852,Chula- MO,region.place,2013,13.6,0.8,0,92,0.8
1600000US2924184,Fillmore- MO,region.place,2013,8.2,11.2,3.7,89.6,3.7
1600000US2906742,Blythedale- MO,region.place,2013,4,7.9,1.6,84.9,3.2
1600000US2965162,St. Thomas- MO,region.place,2013,6,27.8,7.5,91,9
1600000US2951140,Napoleon- MO,region.place,2013,8.7,6.8,3.1,87,2.5
1600000US2926578,Gasconade- MO,region.place,2013,3.6,7.2,3.6,84.3,7.8
1600000US2951356,Neck City- MO,region.place,2013,0,4.2,0.8,80.5,1.7
1600000US2976264,Vinita Terrace- MO,region.place,2013,8.5,33.5,12.8,92.7,2.4
1600000US2904240,Bellerive- MO,region.place,2013,1.8,70.5,39.8,94.6,3.6
1600000US2962498,Rocheport- MO,region.place,2013,5.4,39.5,19.8,92.2,1.2
1600000US2921034,Easton- MO,region.place,2013,7.1,19.9,1.9,86.5,4.5
1600000US2971008,Stoutland- MO,region.place,2013,5.6,15.3,1.1,91,4
1600000US2913474,Cherokee Pass- MO,region.place,2013,4.5,0,0,59.9,0
1600000US2918946,De Kalb- MO,region.place,2013,2.3,7.6,0,76.5,4.5
1600000US2949070,Mokane- MO,region.place,2013,7,11.2,7.7,83.9,0.7
1600000US2981106,Worthington- MO,region.place,2013,2.4,8.1,3.2,29,7.3
1600000US2933904,Hurdland- MO,region.place,2013,1.5,9,0,83.5,2.3
1600000US2913654,Chilhowee- MO,region.place,2013,2.5,14.8,1.2,68.5,12.3
1600000US2922250,Emerald Beach- MO,region.place,2013,7,20.5,11.4,84.3,0
1600000US2908974,Brumley- MO,region.place,2013,0,7.5,0,77.4,1.5
1600000US2952328,Newtown- MO,region.place,2013,8.5,7.8,2.1,87.9,9.2
1600000US2928180,Grandin- MO,region.place,2013,1.8,0,0,71.7,7.1
1600000US2970990,Stotts City- MO,region.place,2013,0.8,15.3,11.5,70.2,9.2
1600000US2917056,Craig- MO,region.place,2013,7,7.7,2.1,80.3,9.2
1600000US2972106,Syracuse- MO,region.place,2013,7.7,3.2,0.6,78.1,8.4
1600000US2900910,Altamont- MO,region.place,2013,15,6.2,0.9,81.4,6.2
1600000US2915922,Conception Junction- MO,region.place,2013,2.3,16.3,6.2,86.8,3.9
1600000US2914662,Clearmont- MO,region.place,2013,6,10.2,1.2,85.5,3
1600000US2933256,Houstonia- MO,region.place,2013,6.4,9.6,2.4,67.2,12
1600000US2972898,Theodosia- MO,region.place,2013,2,18.2,6.1,85.1,2.7
1600000US2906346,Blodgett- MO,region.place,2013,0,20.5,0,73.8,8.2
1600000US2947900,Middletown- MO,region.place,2013,4.3,0,0,57.6,10.8
1600000US2979612,Whitewater- MO,region.place,2013,0,2.3,2.3,63.6,8.5
1600000US2961184,Rensselaer- MO,region.place,2013,10.1,12.4,3.1,86,3.9
1600000US2936224,Jacksonville- MO,region.place,2013,1.7,3.3,0,77.5,3.3
1600000US2951734,New Cambria- MO,region.place,2013,6.9,11,1.4,89,3.4
1600000US2912376,Cedar Hill Lakes- MO,region.place,2013,4.2,7,2.1,73.4,16.1
1600000US2980548,Winston- MO,region.place,2013,0.7,2.9,0,83.2,2.2
1600000US2900604,Alexandria- MO,region.place,2013,2.9,6.5,0,79,2.2
1600000US2967632,Shoal Creek Estates- MO,region.place,2013,7.8,45.1,7.8,96.1,0
1600000US2902098,Asbury- MO,region.place,2013,3.9,7.8,3.9,81.7,4.6
