area_id,area_name,area_type,year,percent_associates_degree,percent_bachelors_degree_or_higher,percent_graduate_or_professional_degree,percent_high_school_graduate_or_higher,percent_less_than_9th_grade
1600000US1629710,Garden Valley- ID,region.place,2013,13.8,38.4,29.7,99.3,0.7
1600000US1613240,Castleford- ID,region.place,2013,8,5.3,0,70.8,9.7
1600000US1650230,Malta- ID,region.place,2013,16,25.5,0,82.1,14.2
1600000US1661840,Peck- ID,region.place,2013,7.6,14.6,3.5,93.1,4.2
1600000US1622330,Donnelly- ID,region.place,2013,6.5,17.8,15.9,97.2,0
1600000US1654100,Moore- ID,region.place,2013,6.5,20.7,8.7,90.2,0
1600000US1685240,Wardner- ID,region.place,2013,4.5,9.9,3.6,88.3,5.4
1600000US1627460,Ferdinand- ID,region.place,2013,15.9,18.2,3,88.6,5.3
1600000US1640510,Irwin- ID,region.place,2013,5.4,10.1,0.7,92.6,0
1600000US1652750,Midvale- ID,region.place,2013,5.7,12.6,3.8,85.5,1.3
1600000US1645910,Leadore- ID,region.place,2013,1.8,8,1.8,87.6,3.5
1600000US1608560,Bloomington- ID,region.place,2013,10.4,7,2.6,93.9,0.9
1600000US1679300,Sweetwater- ID,region.place,2013,0,8,8,76.1,15
1600000US1675160,Smiths Ferry- ID,region.place,2013,9.8,0,0,100,0
1600000US1608290,Blanchard- ID,region.place,2013,14.2,39,22.7,100,0
1600000US1627550,Fernan Lake Village- ID,region.place,2013,13.7,52.9,34.3,100,0
1600000US1600280,Acequia- ID,region.place,2013,2.5,7.4,0,72.8,7.4
1600000US1621520,De Smet- ID,region.place,2013,22.5,0,0,76.1,0
1600000US1679120,Swan Valley- ID,region.place,2013,8.3,25,6,100,0
1600000US1625120,Elk River- ID,region.place,2013,14.6,22,0,87.8,4.9
1600000US1653110,Minidoka- ID,region.place,2013,3.2,0,0,6.3,82.5
1600000US1688660,Yellow Pine- ID,region.place,2013,0,0,0,22.9,27.1
1600000US1671110,St. Charles- ID,region.place,2013,0,19,6.9,100,0
1600000US1680200,Tensed- ID,region.place,2013,5.3,13.2,0,76.3,14.5
1600000US1655900,Murtaugh- ID,region.place,2013,5,6.7,0,53.3,16.7
1600000US1638440,Hope- ID,region.place,2013,3.1,31.3,14.1,95.3,4.7
1600000US1667150,Reubens- ID,region.place,2013,21.1,21.1,8.8,94.7,5.3
1600000US1665620,Princeton- ID,region.place,2013,12.2,0,0,87.8,0
1600000US1687310,White Bird- ID,region.place,2013,0,14.5,0,98.6,0
1600000US1655720,Murphy- ID,region.place,2013,0,21.6,0,95.9,0
1600000US1617830,Conkling Park- ID,region.place,2013,15.1,49.1,30.2,92.5,0
1600000US1676780,Stanley- ID,region.place,2013,0,46.8,14.9,100,0
1600000US1639070,Huetter- ID,region.place,2013,3.1,1.6,0,79.7,4.7
1600000US1660040,Oxford- ID,region.place,2013,9.1,6.1,0,100,0
1600000US1611710,Butte City- ID,region.place,2013,0,8.8,0,66.7,15.8
1600000US1660880,Parkline- ID,region.place,2013,5.7,0,0,68.6,0
1600000US1634570,Hamer- ID,region.place,2013,10,2.5,0,55,45
1600000US1677050,State Line- ID,region.place,2013,42.9,0,0,100,0
1600000US1603970,Atomic City- ID,region.place,2013,0,0,0,90,0
1600000US1663550,Placerville- ID,region.place,2013,4.8,42.9,9.5,90.5,0
1600000US1647890,Lost River- ID,region.place,2013,0,17.4,17.4,73.9,26.1
1600000US1622780,Drummond- ID,region.place,2013,35.3,0,0,47.1,35.3
1600000US1675970,Spencer- ID,region.place,2013,0,23.5,0,58.8,0
1600000US1615490,Clayton- ID,region.place,2013,0,0,0,100,0
1600000US1604600,Banks- ID,region.place,2013,0,0,0,0,100
1600000US1685420,Warm River- ID,region.place,2013,0,0,0,0,0
1600000US1648250,Lowman- ID,region.place,2013,0,0,0,0,0
1600000US1714000,Chicago- IL,region.place,2013,5.5,34.2,13.8,81.1,9.5
1600000US1703012,Aurora- IL,region.place,2013,6.6,31,11.4,76.2,12.8
1600000US1765000,Rockford- IL,region.place,2013,7.1,20.8,7.9,82.5,6.3
1600000US1738570,Joliet- IL,region.place,2013,7.2,23.9,7.3,83.9,8.2
1600000US1751622,Naperville- IL,region.place,2013,5.3,65.9,29,96.5,1.4
1600000US1772000,Springfield- IL,region.place,2013,8.3,34.1,13.7,91,2.6
1600000US1759000,Peoria- IL,region.place,2013,8.6,32.7,12.6,88.8,3.4
1600000US1723074,Elgin- IL,region.place,2013,7.1,24,7.7,78.6,11.7
1600000US1779293,Waukegan- IL,region.place,2013,5.8,17.8,5.4,70.7,16.7
1600000US1714351,Cicero- IL,region.place,2013,4.6,7.5,1.4,62.6,25.4
1600000US1712385,Champaign- IL,region.place,2013,7.9,49.4,24.5,94.9,1.8
1600000US1706613,Bloomington- IL,region.place,2013,5.8,45.7,14.2,94.3,1.6
1600000US1718823,Decatur- IL,region.place,2013,6.6,20.4,7.3,86.2,4
1600000US1702154,Arlington Heights- IL,region.place,2013,6.7,52.2,20.2,95.6,2
1600000US1724582,Evanston- IL,region.place,2013,3.4,66,37.2,94.3,3
1600000US1768003,Schaumburg- IL,region.place,2013,8.1,44.8,15.8,94.7,2.5
1600000US1707133,Bolingbrook- IL,region.place,2013,8.3,35.1,10.7,88.1,5.7
1600000US1757225,Palatine- IL,region.place,2013,7.3,47.9,18,91.2,4.9
1600000US1770122,Skokie- IL,region.place,2013,6.5,46.7,18.4,89.1,6.2
1600000US1719642,Des Plaines- IL,region.place,2013,6.8,33.6,10.9,87.3,7.4
1600000US1756640,Orland Park- IL,region.place,2013,8.7,39.2,15.1,94.2,2.3
1600000US1775484,Tinley Park- IL,region.place,2013,8.6,34.3,10.2,93.6,2.8
1600000US1754820,Oak Lawn- IL,region.place,2013,7.5,27.2,9.9,88.4,4.1
1600000US1705573,Berwyn- IL,region.place,2013,7.9,19.5,5.8,77.2,12.5
1600000US1751089,Mount Prospect- IL,region.place,2013,8,39.1,14.3,88.7,5.9
1600000US1753234,Normal- IL,region.place,2013,5.2,49.4,16,95,1
1600000US1781048,Wheaton- IL,region.place,2013,6.5,60.7,25.5,95.7,2.4
1600000US1735411,Hoffman Estates- IL,region.place,2013,7.2,45.2,16.9,90.8,4.7
1600000US1754885,Oak Park- IL,region.place,2013,5.1,66.9,36.3,96.5,1.3
1600000US1720591,Downers Grove- IL,region.place,2013,6.4,53,20.9,96,1.3
1600000US1729938,Glenview- IL,region.place,2013,4.9,59.1,25.9,95.1,2.1
1600000US1723620,Elmhurst- IL,region.place,2013,6,57.2,21.5,95,1.5
1600000US1719161,DeKalb- IL,region.place,2013,9.5,36.2,13.6,90.8,3.4
1600000US1704845,Belleville- IL,region.place,2013,12.6,23.1,8.2,90.5,2.3
1600000US1744407,Lombard- IL,region.place,2013,8,41.4,14.2,93.7,2.1
1600000US1749867,Moline- IL,region.place,2013,9.5,26.2,9.2,88.1,4.9
1600000US1709447,Buffalo Grove- IL,region.place,2013,5.4,62.4,26.3,96.6,1.7
1600000US1777005,Urbana- IL,region.place,2013,4.4,55.3,31.4,93,1.8
1600000US1704013,Bartlett- IL,region.place,2013,10.3,43.3,15,93.4,3.4
1600000US1762367,Quincy- IL,region.place,2013,6.7,21.9,7.2,89.6,3
1600000US1717887,Crystal Lake- IL,region.place,2013,6.6,40.6,13.8,91.5,4.6
1600000US1773157,Streamwood- IL,region.place,2013,8.7,31.4,9.7,86.6,6.7
1600000US1711332,Carol Stream- IL,region.place,2013,8.2,36.8,11.1,90,3.7
1600000US1760287,Plainfield- IL,region.place,2013,8.8,49.3,18.2,96.7,1.4
1600000US1765442,Romeoville- IL,region.place,2013,9,24.4,6.4,86.4,6.1
1600000US1765078,Rock Island- IL,region.place,2013,9,22,6.8,84.8,4.8
1600000US1732746,Hanover Park- IL,region.place,2013,7.1,24.7,6.1,79,11.9
1600000US1711358,Carpentersville- IL,region.place,2013,6.8,21.1,6,72.3,15.3
1600000US1781087,Wheeling- IL,region.place,2013,6,36.4,12.2,86,7.2
1600000US1757875,Park Ridge- IL,region.place,2013,5.7,53.8,23.5,95.8,2.1
1600000US1710487,Calumet City- IL,region.place,2013,8.2,14,4.4,84.4,7.3
1600000US1700243,Addison- IL,region.place,2013,5.6,21.7,6.2,77.8,13.8
1600000US1729730,Glendale Heights- IL,region.place,2013,6.4,30.2,7.5,83.2,10
1600000US1758447,Pekin- IL,region.place,2013,7.8,16.7,4.5,88.6,3
1600000US1753481,Northbrook- IL,region.place,2013,4.3,68.6,32.1,97.1,1.7
1600000US1723256,Elk Grove Village- IL,region.place,2013,8.3,36.1,10,93.3,2.5
1600000US1766703,St. Charles- IL,region.place,2013,7.1,46.1,16.9,92.7,3.5
1600000US1783245,Woodridge- IL,region.place,2013,8,47.1,17.5,94.4,2.5
1600000US1718563,Danville- IL,region.place,2013,8.6,15.9,6.1,82.9,5.1
1600000US1728326,Galesburg- IL,region.place,2013,8.9,15.9,7,82.4,5.9
1600000US1751349,Mundelein- IL,region.place,2013,5.2,40.1,14.2,87.7,7.6
1600000US1732018,Gurnee- IL,region.place,2013,8,47.3,16.3,94.3,2.4
1600000US1753559,North Chicago- IL,region.place,2013,6,18.1,5.1,77,12.3
1600000US1756887,Oswego- IL,region.place,2013,7.1,42.4,16.3,96,1.3
1600000US1714026,Chicago Heights- IL,region.place,2013,6.8,14.2,5.6,79.4,8.7
1600000US1700685,Algonquin- IL,region.place,2013,9,47.3,17.3,95.3,1.2
1600000US1753000,Niles- IL,region.place,2013,5.6,29,9.3,83.4,9.4
1600000US1734722,Highland Park- IL,region.place,2013,3.6,67.6,33.8,95.6,2.7
1600000US1730926,Granite City- IL,region.place,2013,7.5,12.8,4,85.8,4.8
1600000US1709642,Burbank- IL,region.place,2013,6.5,12.1,2.7,76.5,11.1
1600000US1741183,Lake- IL,region.place,2013,10,30.6,8.4,94.5,2.1
1600000US1755249,O'Fallon- IL,region.place,2013,10,47.5,20.7,95.4,1.4
1600000US1742028,Lansing- IL,region.place,2013,9.5,19.8,5.5,89.8,4.4
1600000US1766040,Round Lake Beach- IL,region.place,2013,6.1,15.6,5.4,74.3,15.3
1600000US1754638,Oak Forest- IL,region.place,2013,6.7,24.6,7.2,89.9,3.1
1600000US1701114,Alton- IL,region.place,2013,9,19.1,6.5,88.8,3.1
1600000US1729756,Glen Ellyn- IL,region.place,2013,5.3,60.9,24,94.7,2.7
1600000US1738934,Kankakee- IL,region.place,2013,5.2,10.8,3.6,76.5,10.5
1600000US1780060,West Chicago- IL,region.place,2013,5.4,25.1,8.3,73.4,15.7
1600000US1782075,Wilmette- IL,region.place,2013,2.6,80.6,44.8,98.3,0.5
1600000US1745694,McHenry- IL,region.place,2013,8.2,25.3,6.6,91.9,2.9
1600000US1722255,East St. Louis- IL,region.place,2013,6.7,7.6,2.8,78.4,7.2
1600000US1711163,Carbondale- IL,region.place,2013,6.4,49.1,27,90.7,3.6
1600000US1704078,Batavia- IL,region.place,2013,7.1,50.1,21.3,95.3,1.3
1600000US1705092,Belvidere- IL,region.place,2013,6.1,12.6,4,75.9,9.8
1600000US1715599,Collinsville- IL,region.place,2013,10,26.1,8.6,92.5,2.5
1600000US1748242,Melrose Park- IL,region.place,2013,5.7,10.1,2.7,67,21.4
1600000US1727884,Freeport- IL,region.place,2013,7.8,17.2,6.5,88.2,3.8
1600000US1777694,Vernon Hills- IL,region.place,2013,5.7,58,23.4,94.9,2.7
1600000US1780645,Westmont- IL,region.place,2013,6.7,42,15.7,92.9,3
1600000US1783349,Woodstock- IL,region.place,2013,8.4,30.2,9.7,86.5,6.1
1600000US1723724,Elmwood Park- IL,region.place,2013,6.2,25.9,11.1,87,5.8
1600000US1744225,Lockport- IL,region.place,2013,8.7,32.1,9.7,93.7,1.8
1600000US1736750,Huntley- IL,region.place,2013,10.1,31.9,9.5,96.2,1.4
1600000US1733383,Harvey- IL,region.place,2013,4.3,9,2.1,75.2,8.9
1600000US1752584,New Lenox- IL,region.place,2013,9.9,35.5,12.8,96.7,1.3
1600000US1784220,Zion- IL,region.place,2013,7.4,14.7,5.1,82.6,5.6
1600000US1722697,Edwardsville- IL,region.place,2013,6.3,49.9,19,96.3,0.9
1600000US1735835,Homer Glen- IL,region.place,2013,8,35.6,13.1,94.7,1.9
1600000US1745031,Loves Park- IL,region.place,2013,9.8,23.7,8.1,91,3.3
1600000US1747774,Maywood- IL,region.place,2013,6.8,12.7,4.5,77.3,9.3
1600000US1765338,Rolling Meadows- IL,region.place,2013,5.9,31.2,11,85.6,7.9
1600000US1706704,Blue Island- IL,region.place,2013,7.5,14,5.1,78,13.8
1600000US1750647,Morton Grove- IL,region.place,2013,7.5,41.3,14.2,89.8,4.7
1600000US1722164,East Peoria- IL,region.place,2013,12.5,20.4,6.1,90.8,2.2
1600000US1720292,Dolton- IL,region.place,2013,8,18.8,5.6,87.5,3.9
1600000US1745726,Machesney Park- IL,region.place,2013,7.9,12.8,4.1,87.1,3.1
1600000US1765806,Roselle- IL,region.place,2013,9.2,37.2,13,95.8,1.8
1600000US1743939,Lisle- IL,region.place,2013,7.1,54.8,22.1,95.3,0.8
1600000US1757732,Park Forest- IL,region.place,2013,9.8,24.2,10.1,88.7,5.3
1600000US1718628,Darien- IL,region.place,2013,7.6,45.5,19,94.9,1.3
1600000US1706587,Bloomingdale- IL,region.place,2013,6.7,35.1,11,92.3,3.2
1600000US1770850,South Holland- IL,region.place,2013,8.6,25.7,10,89.9,4.4
1600000US1712567,Charleston- IL,region.place,2013,11.6,33.1,14.7,90.2,4.9
1600000US1770720,South Elgin- IL,region.place,2013,9.5,33.2,10,93.8,1.2
1600000US1777993,Villa Park- IL,region.place,2013,7.4,32.8,10.6,89,3.7
1600000US1728872,Geneva- IL,region.place,2013,6.7,57.6,19.2,96.8,1.2
1600000US1722073,East Moline- IL,region.place,2013,7.1,17.4,5.4,82.4,6.5
1600000US1731121,Grayslake- IL,region.place,2013,7.4,51.7,20.1,93.8,3.5
1600000US1717458,Crest Hill- IL,region.place,2013,7.1,16,4.3,84.8,4.4
1600000US1743250,Libertyville- IL,region.place,2013,7.4,62.2,25.8,96.2,1.9
1600000US1735879,Homewood- IL,region.place,2013,8.7,44.7,18.1,94.8,1.8
1600000US1724634,Evergreen Park- IL,region.place,2013,8.7,30.9,11.5,91.2,3.4
1600000US1741742,Lake Zurich- IL,region.place,2013,6.8,52.9,18.1,94.5,1.9
1600000US1738115,Jacksonville- IL,region.place,2013,5.7,21.4,8.5,85.4,5.7
1600000US1701010,Alsip- IL,region.place,2013,9,15.9,4,86.9,4.3
1600000US1745889,Macomb- IL,region.place,2013,5.9,44.6,22.4,92.8,1.9
1600000US1756926,Ottawa- IL,region.place,2013,9.5,17.3,6.2,88.6,3.3
1600000US1704975,Bellwood- IL,region.place,2013,8.3,16.3,5.2,83.3,6.1
1600000US1741105,Lake Forest- IL,region.place,2013,3.1,74.7,35.6,97.3,1.4
1600000US1708576,Brookfield- IL,region.place,2013,8.2,32.7,11.3,93.6,1.9
1600000US1747540,Matteson- IL,region.place,2013,7.5,34.8,13.8,93.7,2.3
1600000US1749854,Mokena- IL,region.place,2013,9.7,35.9,12,96.4,1.3
1600000US1707471,Bourbonnais- IL,region.place,2013,9.7,26.6,11.1,91.8,1.1
1600000US1750218,Montgomery- IL,region.place,2013,7.5,29.7,6.3,88.5,7.1
1600000US1705248,Bensenville- IL,region.place,2013,6.3,17.1,4.9,76.4,11.3
1600000US1718992,Deerfield- IL,region.place,2013,2.9,75,37.8,98.3,0.9
1600000US1727702,Franklin Park- IL,region.place,2013,8.5,16.3,4.1,79.5,11.7
1600000US1766027,Round Lake- IL,region.place,2013,7.9,38.4,12,86.8,6.1
1600000US1711592,Cary- IL,region.place,2013,7.5,47.3,15.9,93.5,2.7
1600000US1747553,Mattoon- IL,region.place,2013,10.8,16.1,4.9,88.7,3.4
1600000US1727624,Frankfort- IL,region.place,2013,6.8,54,22.9,97.3,1.3
1600000US1730094,Godfrey- IL,region.place,2013,10.5,25.5,9.5,92.4,3
1600000US1774223,Sycamore- IL,region.place,2013,8.6,37.4,14.1,94.5,2
1600000US1757394,Palos Hills- IL,region.place,2013,10.8,21.6,9.5,89.1,4
1600000US1784038,Yorkville- IL,region.place,2013,7.9,33.2,11.7,94.1,1.6
1600000US1746916,Marion- IL,region.place,2013,11,25.9,11.5,90.4,3.7
1600000US1725141,Fairview Heights- IL,region.place,2013,11.6,32.3,12.3,93.9,1.3
1600000US1780047,Westchester- IL,region.place,2013,7.6,33.2,12.5,89.7,5
1600000US1716691,Country Club Hills- IL,region.place,2013,8.3,32.6,12.3,93.3,1.5
1600000US1753442,North Aurora- IL,region.place,2013,8.1,40.7,13.6,92.3,3.1
1600000US1735307,Hinsdale- IL,region.place,2013,2.9,76.1,38.6,98.6,0.6
1600000US1708225,Bridgeview- IL,region.place,2013,10.1,14.6,4.1,77.6,9.5
1600000US1762016,Prospect Heights- IL,region.place,2013,5.6,36.7,11.9,85.6,9
1600000US1750621,Morton- IL,region.place,2013,9.4,42.1,13,94.4,1.6
1600000US1742795,Lemont- IL,region.place,2013,8.9,39.7,15.9,93.3,2.1
1600000US1769758,Shorewood- IL,region.place,2013,8.2,38,12.2,92.5,1.4
1600000US1707744,Bradley- IL,region.place,2013,9.2,16.1,4.6,90.6,1.9
1600000US1740767,La Grange- IL,region.place,2013,6.5,59.7,27.3,94.9,2.3
1600000US1779033,Washington- IL,region.place,2013,11.1,37.3,10.1,95.5,1
1600000US1772546,Sterling- IL,region.place,2013,10,15.4,4.9,83.2,7.2
1600000US1751180,Mount Vernon- IL,region.place,2013,9.1,17.9,7.3,86.4,4.3
1600000US1710370,Cahokia- IL,region.place,2013,4.5,7.7,1.4,84.7,5.8
1600000US1720162,Dixon- IL,region.place,2013,8.5,16.2,4.2,82.7,4.6
1600000US1748892,Midlothian- IL,region.place,2013,8.7,20.1,6.1,88.2,3.7
1600000US1753377,Norridge- IL,region.place,2013,8.1,20.1,4.8,85,8.3
1600000US1711007,Canton- IL,region.place,2013,9.8,16.1,5.3,83.5,4.2
1600000US1743770,Lindenhurst- IL,region.place,2013,9,44.5,15.8,95.5,2.1
1600000US1734514,Hickory Hills- IL,region.place,2013,6.6,23.5,7.3,86.2,5.7
1600000US1714065,Chicago Ridge- IL,region.place,2013,10.9,18.8,4.8,87.8,4.3
1600000US1701595,Antioch- IL,region.place,2013,10.3,33.7,13.9,94.5,1.1
1600000US1733695,Hazel Crest- IL,region.place,2013,8.7,20.5,9.1,85.7,4.8
1600000US1743536,Lincoln- IL,region.place,2013,8.4,18.4,5.5,88.8,3.5
1600000US1726935,Forest Park- IL,region.place,2013,9.3,42.5,17.8,93.4,3.6
1600000US1750491,Morris- IL,region.place,2013,5.7,23.9,7.8,90.3,3.7
1600000US1782985,Wood Dale- IL,region.place,2013,7.5,20.8,6.9,87.5,5.4
1600000US1774119,Swansea- IL,region.place,2013,10.7,34.6,13.3,93.8,3.2
1600000US1704303,Beach Park- IL,region.place,2013,9.8,22.6,8.1,89.6,4.1
1600000US1763706,Richton Park- IL,region.place,2013,10.5,30.2,10.7,92.8,2.5
1600000US1740793,La Grange Park- IL,region.place,2013,8.7,45.9,17.4,95.9,1.9
1600000US1764278,Riverdale- IL,region.place,2013,9.7,14.2,4.5,87.5,2
1600000US1779267,Wauconda- IL,region.place,2013,7.8,33.2,10.7,88.2,5.3
1600000US1778929,Warrenville- IL,region.place,2013,9.2,40.6,12.5,93.4,2.7
1600000US1729639,Glen Carbon- IL,region.place,2013,6.3,49,18.9,94.2,1.9
1600000US1773170,Streator- IL,region.place,2013,7.3,11,3.4,85.5,5.4
1600000US1780242,Western Springs- IL,region.place,2013,4.5,75.4,36.6,98.8,0.4
1600000US1762783,Rantoul- IL,region.place,2013,5.8,15.1,4.7,85.5,5.6
1600000US1738830,Justice- IL,region.place,2013,6.3,18.1,5.2,88.5,5.2
1600000US1712164,Centralia- IL,region.place,2013,12.6,14.7,5.4,86.8,5.1
1600000US1739727,Kewanee- IL,region.place,2013,10,15.1,5.2,81.6,6
1600000US1769524,Shiloh- IL,region.place,2013,14.4,40.9,15.4,95.2,2.2
1600000US1734358,Herrin- IL,region.place,2013,11.3,24.3,7,89.6,3.1
1600000US1743744,Lincolnwood- IL,region.place,2013,6.5,51,20.2,89.6,7.4
1600000US1747007,Markham- IL,region.place,2013,5.3,12.6,3.6,81.7,6.1
1600000US1757381,Palos Heights- IL,region.place,2013,5.9,43.4,17.9,91.5,2.9
1600000US1753871,Northlake- IL,region.place,2013,7.7,10.5,2.2,70.6,17.8
1600000US1712476,Channahon- IL,region.place,2013,9.4,24.3,7.2,95.2,0.8
1600000US1782530,Winnetka- IL,region.place,2013,1.4,88,48.8,99.2,0.4
1600000US1722736,Effingham- IL,region.place,2013,14.2,21.7,6.4,89.9,5
1600000US1712684,Chatham- IL,region.place,2013,13,42.3,15.8,97.7,0.5
1600000US1761015,Pontiac- IL,region.place,2013,4.8,12.7,4,83.8,5.2
1600000US1768081,Schiller Park- IL,region.place,2013,5.9,20.9,6,83.2,7.2
1600000US1774574,Taylorville- IL,region.place,2013,7.8,14.7,5.3,87.7,4
1600000US1773638,Summit- IL,region.place,2013,4.3,12.8,3.3,69.3,19.7
1600000US1764304,River Forest- IL,region.place,2013,3.3,76,39.4,97.5,1.6
1600000US1717497,Crestwood- IL,region.place,2013,6.7,20.6,5.9,89.4,4.2
1600000US1760352,Plano- IL,region.place,2013,7,19.6,7.1,79.6,12.9
1600000US1749607,Minooka- IL,region.place,2013,10.6,28.7,10.5,94,1.3
1600000US1765611,Roscoe- IL,region.place,2013,8.9,26.7,9.1,92.9,2.1
1600000US1710906,Campton Hills- IL,region.place,2013,6.4,53,17.2,97.8,0
1600000US1783518,Worth- IL,region.place,2013,8.8,14.6,3,88.9,3.1
1600000US1727442,Fox Lake- IL,region.place,2013,8.4,17.2,3.9,89.1,3.8
1600000US1703844,Barrington- IL,region.place,2013,4.8,62.9,27.7,97.6,0.4
1600000US1745434,Lyons- IL,region.place,2013,9,18.4,4.9,83.7,7.6
1600000US1709980,Burr Ridge- IL,region.place,2013,4.5,68.7,34.2,95.3,1.3
1600000US1783271,Wood River- IL,region.place,2013,14,14,2.6,87.9,3.6
1600000US1767769,Sauk Village- IL,region.place,2013,6.3,11.3,3.3,81.4,4.3
1600000US1764343,River Grove- IL,region.place,2013,9.5,21,9.2,87,2.9
1600000US1759234,Peru- IL,region.place,2013,8.1,21.4,7.8,91.3,1.5
1600000US1728248,Gages Lake- IL,region.place,2013,8.5,37.3,15.6,93.4,2.5
1600000US1779150,Waterloo- IL,region.place,2013,6.7,25.8,9.1,95,2.4
1600000US1776199,Troy- IL,region.place,2013,11.4,22.6,7.2,92.1,2.1
1600000US1715833,Columbia- IL,region.place,2013,8.9,32.2,8.6,90.6,2.9
1600000US1734670,Highland- IL,region.place,2013,11.9,25.2,8.9,92.6,4
1600000US1772520,Steger- IL,region.place,2013,7.6,13.7,5.4,82,7.1
1600000US1742184,LaSalle- IL,region.place,2013,7.9,15.3,1.7,87,4.9
1600000US1764746,Rochelle- IL,region.place,2013,6.4,16.8,5.4,80,9.9
1600000US1750010,Monmouth- IL,region.place,2013,6.4,18.4,5.4,83.3,6
1600000US1705599,Bethalto- IL,region.place,2013,9,21.4,6.2,91.3,2.2
1600000US1746500,Manteno- IL,region.place,2013,9.6,25.8,9.4,91.9,2.7
1600000US1726571,Flossmoor- IL,region.place,2013,6.5,59.6,28.3,99.3,0.2
1600000US1782400,Winfield- IL,region.place,2013,10.6,52.5,21.7,96.7,0.2
1600000US1764928,Rock Falls- IL,region.place,2013,7.8,8.9,2.2,80,6.4
1600000US1745421,Lynwood- IL,region.place,2013,10.6,24.3,9,90.4,3.9
1600000US1755912,Olney- IL,region.place,2013,12.2,22,6,89.6,3.6
1600000US1727644,Frankfort Square- IL,region.place,2013,10.7,30.2,9.3,95.1,1.6
1600000US1733136,Harrisburg- IL,region.place,2013,9.2,14.3,5.4,82.5,6.2
1600000US1733331,Harvard- IL,region.place,2013,4.3,8.8,2.5,73.5,11.4
1600000US1773391,Sugar Grove- IL,region.place,2013,11.2,36.8,12.6,95.8,1.8
1600000US1764421,Riverside- IL,region.place,2013,6.3,60.7,31.5,94.5,3.7
1600000US1730029,Glenwood- IL,region.place,2013,11.3,26.3,7.8,90.1,3
1600000US1741586,Lake Villa- IL,region.place,2013,8.2,45.7,13,95.9,1.7
1600000US1757628,Paris- IL,region.place,2013,7.5,18.1,4.1,82.9,5.2
1600000US1729652,Glencoe- IL,region.place,2013,2.2,84.5,49,99.9,0.1
1600000US1733435,Harwood Heights- IL,region.place,2013,7.5,21.8,8.1,82.9,7.4
1600000US1781919,Willowbrook- IL,region.place,2013,8,43.7,20.5,95.4,0.9
1600000US1738414,Jerseyville- IL,region.place,2013,13.4,16.3,7.1,89.5,4.3
1600000US1713139,Chester- IL,region.place,2013,3.3,6.2,1.7,66.5,10.3
1600000US1714572,Clarendon Hills- IL,region.place,2013,2,72,33.2,97.1,1.9
1600000US1737907,Itasca- IL,region.place,2013,4.2,40.7,13.3,90.1,5
1600000US1717523,Crete- IL,region.place,2013,10.2,37.7,16.1,96.5,0.1
1600000US1780333,West Frankfort- IL,region.place,2013,10,10.6,3.3,82.2,6.3
1600000US1735086,Hillside- IL,region.place,2013,8.7,21.5,5.7,79.8,7.2
1600000US1770590,South Beloit- IL,region.place,2013,10.9,15,3.4,87.3,2
1600000US1751453,Murphysboro- IL,region.place,2013,7.3,19.8,7.6,83,6.9
1600000US1707419,Boulder Hill- IL,region.place,2013,9,15.3,4.5,86.3,4.2
1600000US1737894,Island Lake- IL,region.place,2013,9.4,24.8,5.1,91.4,2.6
1600000US1744524,Long Grove- IL,region.place,2013,5.2,65.5,32.4,97.8,1.2
1600000US1710513,Calumet Park- IL,region.place,2013,8.7,14,6,89.1,2.8
1600000US1754534,Oak Brook- IL,region.place,2013,4.1,59.9,33.6,95.8,1.5
1600000US1735047,Hillsboro- IL,region.place,2013,9.5,7.6,3,79.4,6.3
1600000US1708446,Broadview- IL,region.place,2013,6.2,18.8,5,89,5.5
1600000US1733630,Hawthorn Woods- IL,region.place,2013,3.8,65.2,27.3,94.4,2.4
1600000US1761899,Princeton- IL,region.place,2013,6.6,19.8,7.1,92.3,1.7
1600000US1747397,Maryville- IL,region.place,2013,5.7,41,17.1,95.6,2
1600000US1747423,Mascoutah- IL,region.place,2013,14.8,26.1,11.3,93.7,1.8
1600000US1769979,Silvis- IL,region.place,2013,11.8,16.2,7.4,87.5,3
1600000US1767548,Sandwich- IL,region.place,2013,7.1,17,5.6,88.9,4.9
1600000US1764707,Robinson- IL,region.place,2013,12.1,16.6,7.1,86.6,3.9
1600000US1746786,Marengo- IL,region.place,2013,7.5,18.8,6,89.5,1.7
1600000US1765156,Rockton- IL,region.place,2013,7.1,30.5,10.6,95.3,1.6
1600000US1746136,Mahomet- IL,region.place,2013,9.7,48.6,21.6,97.3,1.3
1600000US1757654,Park City- IL,region.place,2013,5.8,10.4,3.4,67.8,18.9
1600000US1766066,Round Lake Park- IL,region.place,2013,4.4,11.5,4.1,73,12.9
1600000US1780125,West Dundee- IL,region.place,2013,6.9,48.6,17,95.4,3
1600000US1748333,Mendota- IL,region.place,2013,8.6,14.3,4.5,82,7.2
1600000US1767860,Savoy- IL,region.place,2013,8.1,62.4,30.6,96.9,1.3
1600000US1743666,Lincolnshire- IL,region.place,2013,3.2,70.1,36,97.1,1.8
1600000US1767236,Salem- IL,region.place,2013,9.2,18.7,6.2,87.3,5.6
1600000US1737608,Inverness- IL,region.place,2013,4.8,64.6,33.2,97.9,0.9
1600000US1750868,Mount Carmel- IL,region.place,2013,14.6,17.2,5.6,89.4,4.2
